title,abstract,update_date,ai_generated
"Formation of a sonic horizon in isotropically expanding Bose-Einstein
  condensates","  We propose a simple experiment to create a sonic horizon in isotropically
trapped cold atoms within currently available experimental techniques.
Numerical simulation of the Gross-Pitaevskii equation shows that the sonic
horizon should appear by making the condensate expand. The expansion is
triggered by changing the interaction which can be controlled by the Feshbach
resonance in real experiments. The sonic horizon is shown to be quasi-static
for sufficiently strong interaction or large number of atoms. The
characteristic temperature that is associated with particle emission from the
horizon, which corresponds to the Hawking temperature in an ideal situation, is
estimated to be a few nK.
",2009-11-13,False
"Formation of a sonic horizon in isotropically expanding Bose-Einstein
  condensates","This research paper investigates the formation of a sonic horizon in isotropically expanding Bose-Einstein condensates. We use numerical simulations to study the behavior of a condensate as it undergoes rapid expansion and observe the formation of a sonic horizon, a boundary beyond which sound waves cannot propagate. Our results indicate that the formation of a sonic horizon is dependent on the initial velocity and the strength of the interactions between the particles in the condensate. We also observe the emergence of shock waves and the formation of vortices in the condensate. Our findings have implications for the study of superfluids and the behavior of quantum fluids in extreme conditions. Overall, this research highlights the complex and fascinating behavior of Bose-Einstein condensates and the importance of further exploration in this field.",2009-11-13,True
"Zero-temperature resistive transition in Josephson-junction arrays at
  irrational frustration","  We use a driven Monte Carlo dynamics in the phase representation to determine
the linear resistivity and current-voltage scaling of a two-dimensional
Josephson-junction array at an irrational flux quantum per plaquette. The
results are consistent with a phase-coherence transition scenario where the
critical temperature vanishes. The linear resistivity is nonzero at any finite
temperatures but nonlinear behavior sets in at a temperature-dependent
crossover current determined by the thermal critical exponent. From a dynamic
scaling analysis we determine this critical exponent and the thermally
activated behavior of the linear resistivity. The results are in agreement with
earlier calculations using the resistively shunted-junction model for the
dynamics of the array. The linear resistivity behavior is consistent with some
experimental results on arrays of superconducting grains but not on wire
networks, which we argue have been obtained in a current regime above the
crossover current.
",2009-11-13,False
"Zero-temperature resistive transition in Josephson-junction arrays at
  irrational frustration","The research paper titled ""Zero-temperature resistive transition in Josephson-junction arrays at irrational frustration"" investigates the behavior of Josephson-junction arrays at zero temperature and irrational frustration. The study uses numerical simulations to explore the resistive transition in the arrays and observe the role of irrational frustration in the process. The main findings of the study suggest that the resistive transition occurs at a critical value of frustration and the transition becomes sharper as the frustration becomes more irrational. The study also shows that the critical behavior of the transition is governed by the renormalization group fixed point, which is determined by the degree of irrationality of the frustration. The results of this study provide valuable insights into the behavior of Josephson-junction arrays and could lead to the development of new types of superconducting devices.",2009-11-13,True
The Epps effect revisited,"  We analyse the dependence of stock return cross-correlations on the sampling
frequency of the data known as the Epps effect: For high resolution data the
cross-correlations are significantly smaller than their asymptotic value as
observed on daily data. The former description implies that changing trading
frequency should alter the characteristic time of the phenomenon. This is not
true for the empirical data: The Epps curves do not scale with market activity.
The latter result indicates that the time scale of the phenomenon is connected
to the reaction time of market participants (this we denote as human time
scale), independent of market activity. In this paper we give a new description
of the Epps effect through the decomposition of cross-correlations. After
testing our method on a model of generated random walk price changes we justify
our analytical results by fitting the Epps curves of real world data.
",2009-10-26,False
The Epps effect revisited,"""The Epps effect revisited"" is a research paper that aims to revisit the Epps effect, a phenomenon in finance that refers to the tendency of volatility to cluster in financial markets. The study employs a comprehensive approach to investigate the Epps effect across different asset classes and time periods. The paper concludes that the Epps effect is a persistent and robust feature of financial markets, and its magnitude varies across asset classes and time periods. The study also finds evidence of a positive relationship between the Epps effect and market liquidity. The authors suggest that the Epps effect has important implications for risk management and asset pricing, particularly for investors who rely on historical volatility estimates to make investment decisions.",2009-10-26,True
Neutrino Astronomy with High Spatial Resolution is Already Existing,"  By basing on observations of skeletal structures of the Sun and assuming that
some of them are located inside of star, and also that a filamentary (linear)
matter (whose a model earlier was put forward by B.U. Rodionov) is in basis of
these internal structures the author consider possible processes of images
formation of these structures inside the Sun and theirs coming out into space
and also gives an elementary estimations of its parameters, which allow: i) to
form their images in a flux of electronic neutrinos; ii) to carry out these
images from within of the Sun into space; iii) to develop these images in form
of a concomitant flux of soft x-ray, which next is recorded by telescope of
soft x-ray. It is supposed the processes considered here, actually, can be
accepted as future base of neutrino astronomy with high spatial resolution.
",2008-04-10,False
Neutrino Astronomy with High Spatial Resolution is Already Existing,This research paper explores the current state of Neutrino Astronomy with High Spatial Resolution. The paper investigates the existing technologies and techniques used in the detection and analysis of neutrinos and their impact on the field of astronomy. The study aims to determine if the current level of resolution is sufficient for reliable astronomical observations and if there are any areas where improvements can be made. The research is based on the analysis of existing literature and data from various neutrino observatories and experiments. The findings of this study will help to determine the feasibility of using neutrino astronomy for high-resolution astronomical observations in the future.,2008-04-10,True
On spherically symmetrical accretion in fractal media,"  We use fractional integrals to generalize the description of hydrodynamic
accretion in fractal media. The fractional continuous medium model allows the
generalization of the equations of balance of mass density and momentum
density. These make it possible to consider the general case of spherical
hydrodynamic accretion onto a gravitating mass embedded in a fractal medium.
The general nature of the solution is similar to the ""Bondi solution"", but the
accretion rate may vary substantially and the dependence on central mass may
change significantly depending on dimensionality of the fractal medium. The
theory shows consistency with the observational data and numerical simulation
results for the particular case of accretion onto pre-main-sequence stars.
",2009-08-28,False
On spherically symmetrical accretion in fractal media,"This research paper explores the phenomenon of spherically symmetrical accretion in fractal media, which has been poorly understood until now. The primary theme of the research revolves around the mathematical analysis of accretion in fractal media and its implications for the evolution of astrophysical objects. The study finds that the fractal dimension of the medium plays a vital role in determining the accretion rate and the final mass of the accreting body. The research also provides insights into the dynamics of accretion disks and the formation of jets in fractal media. Overall, the study highlights the importance of fractal geometry in understanding accretion processes and suggests new avenues for future research.",2009-08-28,True
QCD in One Dimension at Nonzero Chemical Potential,"  Using an integration formula recently derived by Conrey, Farmer and
Zirnbauer, we calculate the expectation value of the phase factor of the
fermion determinant for the staggered lattice QCD action in one dimension. We
show that the chemical potential can be absorbed into the quark masses; the
theory is in the same chiral symmetry class as QCD in three dimensions at zero
chemical potential. In the limit of a large number of colors and fixed number
of lattice points, chiral symmetry is broken spontaneously, and our results are
in agreement with expressions based on a chiral Lagrangian. In this limit, the
eigenvalues of the Dirac operator are correlated according to random matrix
theory for QCD in three dimensions. The discontinuity of the chiral condensate
is due to an alternative to the Banks-Casher formula recently discovered for
QCD in four dimensions at nonzero chemical potential. The effect of temperature
on the average phase factor is discussed in a schematic random matrix model.
",2008-11-26,False
QCD in One Dimension at Nonzero Chemical Potential,"This research paper explores the behavior of Quantum Chromodynamics (QCD) in one dimension at a nonzero chemical potential. We investigate the phase structure of this system and analyze the effects of temperature and chemical potential on the system's properties. Our results show that the system exhibits a rich phase structure, including a chiral condensate phase and a superfluid phase. Moreover, we found that the phase structure is strongly influenced by the chemical potential, which has the potential to significantly impact the fundamental understanding of QCD. Our study has important implications for the study of QCD and sheds light on the possible behavior of this system in extreme conditions.",2008-11-26,True
"Condensation of Vortex-Strings: Effective Potential Contribution Through
  Dual Actions","  Topological excitations are believed to play an important role in different
areas of physics. For example, one case of topical interest is the use of dual
models of quantum cromodynamics to understand properties of its vacuum and
confinement through the condensation of magnetic monopoles and vortices. Other
applications are related to the role of these topological excitations,
nonhomogeneous solutions of the field equations, in phase transitions
associated to spontaneous symmetry breaking in gauge theories, whose study is
of importance in phase transitions in the early universe, for instance. Here we
show a derivation of a model dual to the scalar Abelian Higgs model where its
topological excitations, namely vortex-strings, become manifest and can be
treated in a quantum field theory way. The derivation of the nontrivial
contribution of these vacuum excitations to phase transitions and its analogy
with superconductivity is then made possible and they are studied here.
",2011-08-04,False
"Condensation of Vortex-Strings: Effective Potential Contribution Through
  Dual Actions","This research paper explores the condensation of vortex-strings and the effective potential contribution through dual actions. By examining the dynamics of vortex-strings and their interactions, the authors propose a new dual action approach to calculate the effective potential. The results of their analysis demonstrate the importance of the effective potential in understanding the behavior of vortex-strings, and suggest potential applications in fields such as condensed matter physics and cosmology.",2011-08-04,True
"Observation of Anti-correlation between Scintillation and Ionization for
  MeV Gamma-Rays in Liquid Xenon","  A strong anti-correlation between ionization and scintillation signals
produced by MeV gamma-rays in liquid xenon has been measured and used to
improve the energy resolution by combining the two signals. The improvement is
explained by reduced electron-ion recombination fluctuations of the combined
signal compared to fluctuations of the individual signals. Simultaneous
measurements of ionization and scintillation signals were carried out with
Cs-137, Na-22 and Co-60 gamma rays, as a function of electric field in the
liquid. A resolution of 1.7%(sigma) at 662 keV was measured at 1 kV/cm,
significantly better than the resolution from either scintillation or
ionization alone. A detailed analysis indicates that further improvement to
less than 1%(sigma) is possible with higher light collection efficiency and
lower electronic noise.
",2007-07-30,False
"Observation of Anti-correlation between Scintillation and Ionization for
  MeV Gamma-Rays in Liquid Xenon","This research paper reports on the observation of an anti-correlation between scintillation and ionization for MeV gamma-rays in liquid xenon. The study involved measurements of the energy deposition and scintillation light production in liquid xenon using a gamma-ray source. The results showed that the scintillation light yield decreased as the ionization yield increased, indicating an anti-correlation between the two. The authors suggest that this anti-correlation may be due to the recombination of electrons and ions in the liquid xenon. These findings have important implications for the development of liquid xenon-based detectors for dark matter searches and other applications.",2007-07-30,True
Massive Stars: From the VLT to the ELT,"  New facilities and technologies have advanced our understanding of massive
stars significantly over the past 30 years. Here I introduce a new large survey
of massive stars using VLT-FLAMES, noting the target fields and observed binary
fractions. These data have been used for the first empirical test of the
metallicity dependence of the intensity of stellar winds, finding good
agreement with theory -- an important result for the evolutionary models that
are used to interpret distant clusters, starbursts, and star-forming galaxies.
Looking ahead, plans for future Extremely Large Telescopes (ELTs) are now
undergoing significant development, and offer the exciting prospect of
observing spatially-resolved massive stars well beyond the Local Group.
",2007-05-23,False
Massive Stars: From the VLT to the ELT,"This research paper explores the advancements in observing massive stars, from the Very Large Telescope (VLT) to the upcoming Extremely Large Telescope (ELT). The paper discusses the challenges of observing massive stars, such as their rareness and short lifetimes. The authors then examine the capabilities of the VLT and how it has improved our understanding of massive stars, such as their evolution and interactions with their surroundings. Finally, the paper highlights the potential of the ELT in advancing our knowledge of massive stars through its increased sensitivity and resolution. Overall, this paper showcases the importance of continued technological advancements in observing massive stars and how they contribute to our understanding of the universe.",2007-05-23,True
"""Illusion of control"" in Minority and Parrondo Games","  Human beings like to believe they are in control of their destiny. This
ubiquitous trait seems to increase motivation and persistence, and is probably
evolutionarily adaptive. But how good really is our ability to control? How
successful is our track record in these areas? There is little understanding of
when and under what circumstances we may over-estimate or even lose our ability
to control and optimize outcomes, especially when they are the result of
aggregations of individual optimization processes. Here, we demonstrate
analytically using the theory of Markov Chains and by numerical simulations in
two classes of games, the Minority game and the Parrondo Games, that agents who
optimize their strategy based on past information actually perform worse than
non-optimizing agents. In other words, low-entropy (more informative)
strategies under-perform high-entropy (or random) strategies. This provides a
precise definition of the ""illusion of control"" in set-ups a priori defined to
emphasize the importance of optimization.
",2009-11-13,False
"""Illusion of control"" in Minority and Parrondo Games","The research paper titled ""Illusion of Control"" in Minority and Parrondo Games explores the concept of illusion of control in two types of games. The primary theme is to investigate how players perceive their control over the game outcomes, even when the game is designed to be unpredictable and random. The significant finding of the study is that players in the minority game exhibited a higher level of illusion of control than in Parrondo games. The study concludes that players' perception of control may affect their decision-making in games and real-life situations, leading to unexpected outcomes.",2009-11-13,True
"Negative- and positive-phase-velocity propagation in an isotropic chiral
  medium moving at constant velocity","  Analysis of electromagnetic planewave propagation in a medium which is a
spatiotemporally homogeneous, temporally nonlocal, isotropic, chiral medium in
a co-moving frame of reference shows that the medium is both spatially and
temporally nonlocal with respect to all non-co-moving inertial frames of
reference. Using the Lorentz transformations of electric and magnetic fields,
we show that plane waves which have positive phase velocity in the co-moving
frame of reference can have negative phase velocity in certain non-co-moving
frames of reference. Similarly, plane waves which have negative phase velocity
in the co-moving frame can have positive phase velocity in certain
non-co-moving frames.
",2007-09-24,False
"Negative- and positive-phase-velocity propagation in an isotropic chiral
  medium moving at constant velocity",This research paper investigates the propagation of negative- and positive-phase-velocity waves in an isotropic chiral medium that moves at a constant velocity. The study employs the method of moments to derive the dispersion relation of the medium and analyze the effects of chirality and velocity on the waves' propagation. The results show that the medium's chirality affects the waves' frequency and that the waves can propagate in both directions relative to the medium's velocity. The study also reveals that the medium's velocity can significantly impact the waves' propagation and that the waves' phase velocities can exceed the speed of light in certain cases. These findings have significant implications for the understanding of wave propagation in chiral media and may have applications in fields such as telecommunications and material science.,2007-09-24,True
Subfactors and Hadamard Matrices,"  To any complex Hadamard matrix H one associates a spin model commuting
square, and therefore a hyperfinite subfactor. The standard invariant of this
subfactor captures certain ""group-like"" symmetries of H. To gain some insight,
we compute the first few relative commutants of such subfactors for Hadamard
matrices of small dimensions. Also, we show that subfactors arising from Dita
type matrices have intermediate subfactors, and thus their standard invariants
have some extra structure besides the Jones projections.
",2007-05-23,False
Subfactors and Hadamard Matrices,"The research paper ""Subfactors and Hadamard Matrices"" explores the connection between subfactors, which are mathematical objects used in the study of quantum physics, and Hadamard matrices, which are matrices used in signal processing and coding theory. In particular, the paper investigates the relationship between the index of a subfactor and the existence of certain types of Hadamard matrices. The authors provide several examples of subfactors and corresponding Hadamard matrices, and conclude that the existence of certain Hadamard matrices is intimately linked with the structure of subfactors. The paper offers new insights into the connections between different areas of mathematics and suggests potential avenues for future research.",2007-05-23,True
"SW Sextantis stars: the dominant population of CVs with orbital periods
  between 3-4 hours","  [Abridged] We present time-series optical photometry of five new CVs
identified by the Hamburg Quasar Survey. The eclipses observed in HS 0129+2933,
HS 0220+0603, and HS 0455+8315 provided very accurate orbital periods of
3.35129827(65), 3.58098501(34), and 3.56937674(26) h, respectively. HS
0805+3822 shows grazing eclipses and has a likely orbital period of 3.2169(2)
h. Time-resolved optical spectroscopy of the new CVs (with the exception of HS
0805+3822) is also presented. Radial velocity studies provided an orbital
period of 3.55 h for HS 1813+6122, which allowed us to identify the observed
photometric signal at 3.39 h as a negative superhump wave. The spectroscopic
behaviour clearly identifies these new CVs as new SW Sextantis stars. These new
additions increase the number of known SW Sex stars to 35. Almost 40 per cent
of the total SW Sex population do not show eclipses, invalidating the
requirement of eclipses as a defining characteristic of the class and the
models based on a high orbital inclination geometry alone. On the other hand,
the predominance of orbital periods in the narrow 3-4.5 h range is becoming
more pronounced. In fact, almost half the CVs which populate the 3-4.5 h period
interval are definite members of the class. These statistics are confirmed by
our results from the Hamburg Quasar Survey CVs. Remarkably, 54 per cent of the
Hamburg nova-like variables have been identified as SW Sex stars with orbital
periods in the 3-4.5 h range. The observation of this pile-up of systems close
to the upper boundary of the period gap is difficult to reconcile with the
standard theory of CV evolution, as the SW Sex stars are believed to have the
highest mass transfer rates among CVs. Finally, we review the full range of
common properties that the SW Sex stars exhibit.
",2009-06-23,False
"SW Sextantis stars: the dominant population of CVs with orbital periods
  between 3-4 hours","SW Sextantis (SW Sex) stars are a class of cataclysmic variables (CVs) that have orbital periods between 3-4 hours and display a distinct set of observational characteristics. In this research paper, we review the current understanding of SW Sex stars and their properties, including their X-ray and optical emission spectra, as well as their accretion disk structure. We also discuss the relevant observational and theoretical work that has been done to understand the formation and evolution of SW Sex stars and their role in CV populations. Our analysis indicates that SW Sex stars represent the dominant population of CVs with orbital periods between 3-4 hours and that their properties can provide crucial insights into the dynamics of accretion disks and the evolution of CV systems. Finally, we highlight the need for further observational and theoretical studies to fully understand the nature of SW Sex stars and their place in the broader context of CV populations.",2009-06-23,True
Finding (or not) New Gamma-ray Pulsars with GLAST,"  Young energetic pulsars will likely be the largest class of Galactic sources
observed by GLAST, with many hundreds detected. Many will be unknown as radio
pulsars, making pulsation detection dependent on radio and/or x-ray
observations or on blind periodicity searches of the gamma-rays. Estimates for
the number of pulsars GLAST will detect in blind searches have ranged from tens
to many hundreds. I argue that the number will be near the low end of this
range, partly due to observations being made in a scanning as opposed to a
pointing mode. This paper briefly reviews how blind pulsar searches will be
conducted using GLAST, what limits these searches, and how the computations and
statistics scale with various parameters.
",2009-06-23,False
Finding (or not) New Gamma-ray Pulsars with GLAST,"The Gamma-ray Large Area Space Telescope (GLAST) is expected to revolutionize the study of pulsars, which are rapidly spinning neutron stars that emit gamma-ray radiation. In this research paper, we investigate the potential of GLAST to discover new gamma-ray pulsars by analyzing simulated data. We find that GLAST has the capability to detect several new gamma-ray pulsars, including some with unique characteristics such as high spin-down rates or unusually high gamma-ray energies. However, we also note that the detection of new pulsars will depend on the sensitivity and observing strategy of GLAST, as well as the distribution and properties of pulsars in the galaxy. Our results highlight the importance of continued efforts to improve the detection and characterization of gamma-ray pulsars, which are valuable probes of extreme physics and cosmic evolution.",2009-06-23,True
Did time begin? Will time end?,"  Did time begin at a Big Bang? Will the present expansion of the universe last
for a finite or infinite time? These questions sound philosophical but are
becoming, now in the twenty-first century, central to the scientific study of
cosmology. The answers, which should become clarified in the next decade or
two, could have profound implications for how we see our own role in the
universe. Since the original publication of Stephen Hawking's {\it A Brief
History of Time} in 1988, the answers to these questions have progressed as a
result of research by the community of active theoretical physicists including
myself. To present the underlying ideas requires discussion of a wide range of
topics in cosmology, especially the make up of the energy content of the
universe. A brief summary of my conclusions, that of three different
possibilities concerning the history and future of time, the least likely is
the conventional wisdom (time began and will never end) and most likely is a
cyclic model (time never begins or ends), is in the short final Chapter which
could be read first. To understand the reasoning leading to my conclusions
could encourage reading of my entire book. My hope in writing this, my first
popular book, is that it will engender reflection about time. Many a
non-scientist may already hold a philosophical opinion about whether time
begins and ends. This book's aim is to present some recently discovered
scientific facts which can focus the reader's consideration of the two short
questions in my title.
",2007-05-23,False
Did time begin? Will time end?,"This research paper aims to explore the philosophical and scientific arguments surrounding the question of whether time had a beginning and if it will have an end. The paper starts by examining the religious and philosophical perspectives on the concept of time, including the creation myths of various cultures and the theories of ancient philosophers. The paper then delves into the scientific theories that attempt to explain the origins and fate of time, including the Big Bang theory and the concept of entropy. Furthermore, the paper also discusses the recent scientific discoveries in quantum physics and cosmology, which have challenged our understanding of time and its fundamental properties. The paper concludes by summarizing the arguments presented and explores the implications of the question, both for our understanding of the universe and for our place within it. Ultimately, this research paper aims to contribute to the ongoing debate and deepen our understanding of one of the most profound questions in human history.",2007-05-23,True
"FUSE Observations of the Dwarf Novae UU Aql, BV Cen, and CH UMa in
  Quiescence","  We report on FUSE spectra of three U Gem-type, long period, dwarf novae, UU
Aql, BV Cen and CH UMa taken during their quiescence intervals. We discuss the
line identifications in their spectra and attempt to characterize the source(s)
of their FUV flux distribution. Archival IUE spectrum of CH UMa and BV Cen in
quiescence were identified as having a matching flux level with the FUSE
spectra and these were combined with each FUSE spectrum to broaden the
wavelength coverage and further constrain model fits. Multi-component synthetic
spectral fits from our model grids, consisting of single temperature white
dwarfs, two-temperature white dwarfs, accretion disks and white dwarfs plus
accretion disks, were applied to the FUSE spectra alone and to the combined
FUSE + IUE spectra. We present the results of our model analyses and their
implications.
",2009-06-23,False
"FUSE Observations of the Dwarf Novae UU Aql, BV Cen, and CH UMa in
  Quiescence","The research paper titled ""FUSE Observations of the Dwarf Novae UU Aql, BV Cen, and CH UMa in Quiescence"" aimed to study the composition and physical properties of the accretion disks in three dwarf novae (UU Aql, BV Cen, and CH UMa) during their quiescent states using Far Ultraviolet Spectroscopic Explorer (FUSE) observations. The main objective was to determine the properties of the disks and understand the accretion processes that drive dwarf novae.

The study found that the accretion disks in all three dwarf novae have a high ionization state and a low-density region near the disk's midplane, indicating the presence of a hot corona. The researchers also observed the presence of an absorption component in the spectra of the three dwarf novae, which they attributed to the interstellar medium's absorption. They also detected the presence of molecular hydrogen in BV Cen's disk, which was unexpected.

The study's notable conclusion was that the FUSE observations provided valuable insights into the accretion processes in dwarf novae. The high ionization state and the presence of a hot corona suggest that the accretion process is driven by magnetohydrodynamic turbulence. The detection of molecular hydrogen in BV Cen's disk suggests that the disk's material has cooled down, and the accretion process has slowed down.

Overall, the research paper's findings have contributed to our understanding of the accretion processes and physical properties of accretion disks in dwarf novae during quiescence.",2009-06-23,True
"Experimental and theoretical study of light scattering by individual
  mature red blood cells by use of scanning flow cytometry and discrete dipole
  approximation","  Elastic light scattering by mature red blood cells (RBCs) was theoretically
and experimentally analyzed with the discrete dipole approximation (DDA) and
the scanning flow cytometry (SFC), respectively. SFC permits measurement of
angular dependence of light-scattering intensity (indicatrix) of single
particles. A mature RBC is modeled as a biconcave disk in DDA simulations of
light scattering. We have studied the effect of RBC orientation related to the
direction of the incident light upon the indicatrix. Numerical calculations of
indicatrices for several aspect ratios and volumes of RBC have been carried
out. Comparison of the simulated indicatrices and indicatrices measured by SFC
showed good agreement, validating the biconcave disk model for a mature RBC. We
simulated the light-scattering output signals from the SFC with the DDA for
RBCs modeled as a disk-sphere and as an oblate spheroid. The biconcave disk,
the disk-sphere, and the oblate spheroid models have been compared for two
orientations, i.e. face-on and rim-on incidence. Only the oblate spheroid model
for rim-on incidence gives results similar to the rigorous biconcave disk
model.
",2008-07-29,False
"Experimental and theoretical study of light scattering by individual
  mature red blood cells by use of scanning flow cytometry and discrete dipole
  approximation","This research paper presents an experimental and theoretical study of light scattering by individual mature red blood cells using scanning flow cytometry and discrete dipole approximation. The main focus of the study is to understand the scattering properties of red blood cells and to develop a theoretical model that accurately predicts the scattering behavior. The study found that the discrete dipole approximation model was able to accurately predict the scattering properties of red blood cells and that the scattering behavior was highly dependent on the size, shape, and refractive index of the cells. The findings of this study have important implications for the development of new diagnostic tools for blood disorders and for the understanding of the underlying physics of light scattering in biological systems.",2008-07-29,True
"Inflation, bifurcations of nonlinear curvature Lagrangians and dark
  energy","  A possible equivalence of scalar dark matter, the inflaton, and modified
gravity is analyzed. After a conformal mapping, the dependence of the effective
Lagrangian on the curvature is not only singular but also bifurcates into
several almost Einsteinian spaces, distinguished only by a different effective
gravitational strength and cosmological constant. A swallow tail catastrophe in
the bifurcation set indicates the possibility for the coexistence of different
Einsteinian domains in our Universe. This `triple unification' may shed new
light on the nature and large scale distribution not only of dark matter but
also on `dark energy', regarded as an effective cosmological constant, and
inflation.
",2016-11-15,False
"Inflation, bifurcations of nonlinear curvature Lagrangians and dark
  energy","This research paper explores the relationship between inflation, bifurcations of nonlinear curvature Lagrangians, and dark energy. The study uses mathematical models to investigate how these factors impact the evolution of the universe. The research findings suggest that inflation and dark energy are intertwined, and that bifurcations in Lagrangians can lead to the emergence of dark energy. The paper concludes that these insights can inform future research on the evolution of the universe and the role of dark energy in its expansion.",2016-11-15,True
