title,abstract,update_date,ai_generated
"Spontaneous symmetry breaking of solitons trapped in a double-channel
  potential","This research paper investigates the spontaneous symmetry breaking of solitons trapped in a double-channel potential. The study uses numerical simulations to examine the behavior of solitons in different channel configurations. The paper shows that the solitons can spontaneously break symmetry, leading to the emergence of a new stable state. This phenomenon occurs due to the asymmetric potential created by the double-channel. The results provide insights into the dynamics of solitons in complex potentials and could have implications in various fields, including optics and condensed matter physics.",2009-11-13,True
"Measuring energy dependent polarization in soft gamma-rays using Compton
  scattering in PoGOLite","  Linear polarization in X- and gamma-rays is an important diagnostic of many
astrophysical sources, foremost giving information about their geometry,
magnetic fields, and radiation mechanisms. However, very few X-ray polarization
measurements have been made, and then only mono-energetic detections, whilst
several objects are assumed to have energy dependent polarization signatures.
In this paper we investigate whether detection of energy dependent polarization
from cosmic sources is possible using the Compton technique, in particular with
the proposed PoGOLite balloon-experiment, in the 25-100 keV range. We use
Geant4 simulations of a PoGOLite model and input photon spectra based on Cygnus
X-1 and accreting magnetic pulsars (100 mCrab). Effective observing times of 6
and 35 hours were simulated, corresponding to a standard and a long duration
flight respectively. Both smooth and sharp energy variations of the
polarization are investigated and compared to constant polarization signals
using chi-square statistics. We can reject constant polarization, with energy,
for the Cygnus X-1 spectrum (in the hard state), if the reflected component is
assumed to be completely polarized, whereas the distinction cannot be made for
weaker polarization. For the accreting pulsar, constant polarization can be
rejected in the case of polarization in a narrow energy band with at least 50%
polarization, and similarly for a negative step distribution from 30% to 0%
polarization.
",2009-06-23,False
"Measuring energy dependent polarization in soft gamma-rays using Compton
  scattering in PoGOLite","This research paper focuses on measuring the energy dependent polarization in soft gamma-rays using Compton scattering in PoGOLite. The primary theme of the study is to investigate the polarization properties of soft gamma-rays and their dependence on energy. The paper discusses the experimental setup and data analysis techniques used to measure the polarization in the energy range of 25-80 keV. The results show that the polarization fraction increases with energy, and the polarization angle is consistent with the expected value for Compton scattering. The study concludes that PoGOLite is a promising instrument for measuring polarization in soft gamma-rays.",2009-06-23,True
Total Quantum Zeno Effect beyond Zeno Time,"  In this work we show that is possible to obtain Total Quantum Zeno Effect in
an unstable systems for times larger than the correlation time of the bath. The
effect is observed for some particular systems in which one can chose
appropriate observables which frequent measurements freeze the system into the
initial state. For a two level system in a squeezed bath one can show that
there are two bath dependent observables displaying Total Zeno Effect when the
system is initialized in some particular states. We show also that these states
are intelligent states of two conjugate observables associated to the
electromagnetic fluctuations of the bath.
",2009-11-13,False
Total Quantum Zeno Effect beyond Zeno Time,"The Quantum Zeno Effect (QZE) is a well-known phenomenon in quantum mechanics, where the frequent measurements of a system can prevent it from evolving. However, recent studies have suggested the possibility of a Total Quantum Zeno Effect (TQZE), where the system remains in its initial state indefinitely, even without continuous measurements. In this paper, we explore the concept of TQZE beyond the traditional Zeno time limit and investigate the conditions under which it can occur. We demonstrate that TQZE can be achieved by manipulating the system-environment interaction and by employing different measurement strategies. Our findings have significant implications for quantum information processing and control, where TQZE can be exploited to enhance the stability and coherence of quantum systems.",2009-11-13,True
Asteroseismic Signatures of Stellar Magnetic Activity Cycles,"  Observations of stellar activity cycles provide an opportunity to study
magnetic dynamos under many different physical conditions. Space-based
asteroseismology missions will soon yield useful constraints on the interior
conditions that nurture such magnetic cycles, and will be sensitive enough to
detect shifts in the oscillation frequencies due to the magnetic variations. We
derive a method for predicting these shifts from changes in the Mg II activity
index by scaling from solar data. We demonstrate this technique on the
solar-type subgiant beta Hyi, using archival International Ultraviolet Explorer
spectra and two epochs of ground-based asteroseismic observations. We find
qualitative evidence of the expected frequency shifts and predict the optimal
timing for future asteroseismic observations of this star.
",2009-06-23,False
Asteroseismic Signatures of Stellar Magnetic Activity Cycles,This research paper explores the asteroseismic signatures of stellar magnetic activity cycles. The study reveals that magnetic activity cycles can have a significant impact on the oscillation properties of stars. These findings can help improve our understanding of the internal structure and evolution of stars.,2009-06-23,True
Burgers Turbulence,"  The last decades witnessed a renewal of interest in the Burgers equation.
Much activities focused on extensions of the original one-dimensional
pressureless model introduced in the thirties by the Dutch scientist J.M.
Burgers, and more precisely on the problem of Burgers turbulence, that is the
study of the solutions to the one- or multi-dimensional Burgers equation with
random initial conditions or random forcing. Such work was frequently motivated
by new emerging applications of Burgers model to statistical physics,
cosmology, and fluid dynamics. Also Burgers turbulence appeared as one of the
simplest instances of a nonlinear system out of equilibrium. The study of
random Lagrangian systems, of stochastic partial differential equations and
their invariant measures, the theory of dynamical systems, the applications of
field theory to the understanding of dissipative anomalies and of multiscaling
in hydrodynamic turbulence have benefited significantly from progress in
Burgers turbulence. The aim of this review is to give a unified view of
selected work stemming from these rather diverse disciplines.
",2009-11-13,False
Burgers Turbulence,"The objective of this research paper is to investigate the dynamics of Burgers turbulence, which is a fundamental model for studying turbulence in fluids and other complex systems. Using numerical simulations and analytical methods, we explore the statistical properties of Burgers turbulence and its scaling behavior in both the inertial and dissipative ranges. Our results reveal that the energy spectrum of Burgers turbulence exhibits a power-law scaling in the inertial range, consistent with the Kolmogorov theory of turbulence. However, we also observe deviations from the Kolmogorov scaling in the dissipative range, which suggests the presence of non-universal behavior. Furthermore, we uncover the existence of intermittency in Burgers turbulence, which manifests as strong fluctuations and intermittently bursts of energy dissipation. Our findings shed new light on the dynamics of turbulence in complex systems and have important implications for the design of models and algorithms for predicting and controlling turbulent flows.",2009-11-13,True
"Analytical evaluation of the X-ray scattering contribution to imaging
  degradation in grazing-incidence X-ray telescopes","  The focusing performance of X-ray optics (conveniently expressed in terms of
HEW, Half Energy Width) strongly depend on both mirrors deformations and photon
scattering caused by the microroughness of reflecting surfaces. In particular,
the contribution of X-ray Scattering (XRS) to the HEW of the optic is usually
an increasing function H(E) of the photon energy E. Therefore, in future hard
X-ray imaging telescopes of the future (SIMBOL-X, NeXT, Constellation-X, XEUS),
the X-ray scattering could be the dominant problem since they will operate also
in the hard X-ray band (i.e. beyond 10 keV). [...]
  Several methods were proposed in the past years to estimate the scattering
contribution to the HEW, dealing with the surface microroughness expressed in
terms of its Power Spectral Density (PSD), on the basis of the well-established
theory of X-ray scattering from rough surfaces. We faced that problem on the
basis on the same theory, but we tried a new approach: the direct, analytical
translation of a given surface roughness PSD into a H(E) trend, and - vice
versa - the direct translation of a H(E) requirement into a surface PSD. This
PSD represents the maximum tolerable microroughness level in order to meet the
H(E) requirement in the energy band of a given X-ray telescope.
  We have thereby found a new, analytical and widely applicable formalism to
compute the XRS contribution to the HEW from the surface PSD, provided that the
PSD had been measured in a wide range of spatial frequencies. The inverse
problem was also solved, allowing the immediate evaluation of the mirror
surface PSD from a measured function H(E). The same formalism allows
establishing the maximum allowed PSD of the mirror in order to fulfill a given
H(E) requirement. [...]
",2007-11-28,False
"Analytical evaluation of the X-ray scattering contribution to imaging
  degradation in grazing-incidence X-ray telescopes","This research paper presents an analytical evaluation of the X-ray scattering contribution to imaging degradation in grazing-incidence X-ray telescopes. The study analyzes the effects of different design parameters and provides a theoretical framework for understanding the scattering contributions. The significant finding of the research is that the scattering contribution is complex and depends on various factors such as the mirror design, detector size, and energy range. The study concludes that the scattering contribution should be carefully considered in the design and optimization of X-ray telescopes to improve their imaging performance.",2007-11-28,True
High-resolution study of a star-forming cluster in the Cep-A HW2 region,"  Due to its relatively small distance (725 pc), the Cepheus A East
star-forming region is an ideal laboratory to study massive star formation
processes. Based on its morphology, it has been suggested that the flattened
molecular gas distribution around the YSO HW2 may be a 350-AU-radius massive
protostellar disk. Goal of our work is to ascertain the nature of this
structure. We have employed the Plateau de Bure Interferometer to acquire
(sub-)arcsecond-resolution imaging of high-density and shock tracers, such as
methyl cyanide (CH3CN) and silicon monoxide (SiO), towards the HW2 position. On
the 1-arcsecond (about 725 AU) scale, the flattened distribution of molecular
gas around HW2 appears to be due to the projected superposition, on the plane
of the sky, of at least three protostellar objects, of which at least one is
powering a molecular outflow at a small angle with respect to the line of
sight. The presence of a protostellar disk around HW2 is not ruled out, but
such structure is likely to be detected on a smaller spatial scale, or using
different molecular tracers.
",2009-11-13,False
High-resolution study of a star-forming cluster in the Cep-A HW2 region,"The research paper titled ""High-resolution study of a star-forming cluster in the Cep-A HW2 region"" aimed to study the star-forming cluster in the Cep-A HW2 region using high-resolution imaging and spectroscopic observations. The main objectives of the study were to determine the distribution of young stars in the region, their physical properties, and the possible mechanisms of star formation in the area. 

The researchers used the Very Large Array (VLA) and the Submillimeter Array (SMA) to obtain high-resolution radio and millimeter-wave images of the Cep-A HW2 region. They also used optical and infrared data from the Hubble Space Telescope and the Spitzer Space Telescope to identify and study the young stars in the cluster.

The study found that the Cep-A HW2 region is a complex and dynamic environment with multiple sites of ongoing star formation. The researchers identified several protostars and young stellar objects in the region, and found evidence of accretion disks and outflow activity associated with these objects. They also found that the distribution of young stars in the region is not uniform, and that there are several subclusters within the larger cluster.

The researchers concluded that the star formation in the Cep-A HW2 region is likely driven by a combination of triggered and spontaneous processes, with the interaction between the protostars and the surrounding gas and dust playing a key role. The study provides valuable insights into the mechanisms of star formation in complex environments and highlights the importance of high-resolution observations in understanding these processes.",2009-11-13,True
"Stability Properties of Strongly Magnetized Spine Sheath Relativistic
  Jets","  The linearized relativistic magnetohydrodynamic (RMHD) equations describing a
uniform axially magnetized cylindrical relativistic jet spine embedded in a
uniform axially magnetized relativistically moving sheath are derived. The
displacement current is retained in the equations so that effects associated
with Alfven wave propagation near light speed can be studied. A dispersion
relation for the normal modes is obtained. Analytical solutions for the normal
modes in the low and high frequency limits are found and a general stability
condition is determined. A trans-Alfvenic and even a super-Alfvenic
relativistic jet spine can be stable to velocity shear driven Kelvin-Helmholtz
modes. The resonance condition for maximum growth of the normal modes is
obtained in the kinetically and magnetically dominated regimes. Numerical
solution of the dispersion relation verifies the analytical solutions and is
used to study the regime of high sound and Alfven speeds.
",2009-06-23,False
"Stability Properties of Strongly Magnetized Spine Sheath Relativistic
  Jets","This research paper examines the stability properties of strongly magnetized spine sheath relativistic jets, with a primary focus on the Kelvin-Helmholtz instability. Using numerical simulations, the authors find that the stability of the jet depends on the strength of the magnetic field, with weaker fields leading to more unstable jets. Furthermore, they find that the spine-sheath structure of the jet can enhance the stability of the jet by suppressing the growth of the Kelvin-Helmholtz instability. These findings have important implications for understanding the dynamics of astrophysical jets, such as those observed in active galactic nuclei and gamma-ray bursts.",2009-06-23,True
MATLAB codes for teaching quantum physics: Part 1,"  Among the ideas to be conveyed to students in an introductory quantum course,
we have the pivotal idea championed by Dirac that functions correspond to
column vectors (kets) and that differential operators correspond to matrices
(ket-bras) acting on those vectors. The MATLAB (matrix-laboratory) programming
environment is especially useful in conveying these concepts to students
because it is geared towards the type of matrix manipulations useful in solving
introductory quantum physics problems. In this article, we share MATLAB codes
which have been developed at WPI, focusing on 1D problems, to be used in
conjunction with Griffiths' introductory text.
",2007-05-23,False
MATLAB codes for teaching quantum physics: Part 1,This research paper presents a set of MATLAB codes designed to teach key concepts in quantum physics. The codes are modular and can be easily integrated into existing courses. The focus is on providing an interactive learning experience that enhances students' understanding of quantum mechanics. The paper demonstrates the effectiveness of these codes in improving student engagement and comprehension of quantum physics.,2007-05-23,True
Nanodevices and Maxwell's Demon,"  In the last twenty years there has been significant progress in our
understanding of quantum transport far from equilibrium and a conceptual
framework has emerged through a combination of the Landauer approach with the
non-equilibrium Green function (NEGF) method, which is now being widely used in
the analysis and design of nanoscale devices. It provides a unified description
for all kinds of devices from molecular conductors to carbon nanotubes to
silicon transistors covering different transport regimes from the ballistic to
the diffusive limit. In this talk I use a simple version of this model to
analyze a specially designed device that could be called an electronic
Maxwell's demon, one that lets electrons go preferentially in one direction
over another. My objective is to illustrate the fundamental role of contacts
and demons in transport and energy conversion. The discussion is kept at an
academic level steering clear of real world details, but the illustrative
devices we use are very much within the capabilities of present-day technology.
For example, recent experiments on thermoelectric effects in molecular
conductors agree well with the predictions from our model. The Maxwell's demon
device itself is very similar to the pentalayer spin-torque device which has
been studied by a number of groups though we are not aware of any discussion of
the possibility of using the device as a nanoscale heat engine or as a
refrigerator as proposed here. However, my objective is not to evaluate
possible practical applications. Rather it is to introduce a simple transparent
model showing how out-of-equibrium demons suitably incorporated into
nanodevices can achieve energy conversion.
",2008-03-01,False
Nanodevices and Maxwell's Demon,"The article ""Nanodevices and Maxwell's Demon"" discusses the application of Maxwell's Demon in the field of nanotechnology. Maxwell's Demon is a hypothetical being that violates the second law of thermodynamics by selectively allowing molecules to pass through a barrier. The article explores how the concept of Maxwell's Demon can be applied to the design of nanodevices and their behavior. The article also discusses the potential implications of this research for the development of more efficient and advanced nanotechnology. The main focus of the article is to highlight the potential benefits of applying Maxwell's Demon to nanodevice design and how it can improve the efficiency and performance of these devices. The article concludes that the application of Maxwell's Demon to nanotechnology has the potential to revolutionize the field and lead to significant advancements in a wide range of areas, including energy production, computing, and medicine.",2008-03-01,True
A Systematic Scan for 7-colourings of the Grid,"  We study the mixing time of a systematic scan Markov chain for sampling from
the uniform distribution on proper 7-colourings of a finite rectangular
sub-grid of the infinite square lattice, the grid. A systematic scan Markov
chain cycles through finite-size subsets of vertices in a deterministic order
and updates the colours assigned to the vertices of each subset. The systematic
scan Markov chain that we present cycles through subsets consisting of 2x2
sub-grids and updates the colours assigned to the vertices using a procedure
known as heat-bath. We give a computer-assisted proof that this systematic scan
Markov chain mixes in O(log n) scans, where n is the size of the rectangular
sub-grid. We make use of a heuristic to compute required couplings of
colourings of 2x2 sub-grids. This is the first time the mixing time of a
systematic scan Markov chain on the grid has been shown to mix for less than 8
colours. We also give partial results that underline the challenges of proving
rapid mixing of a systematic scan Markov chain for sampling 6-colourings of the
grid by considering 2x3 and 3x3 sub-grids.
",2009-04-01,False
A Systematic Scan for 7-colourings of the Grid,"The paper presents a systematic scan for 7-colourings of the grid, with the objective of finding all possible colorings of a square grid using seven colors. The authors describe a methodology for generating all possible 7-colourings of a grid by defining a set of rules for coloring adjacent cells. They also discuss the computational complexity of the problem and different approaches to optimize the search process. The results show that there are a total of 1,615,611,958 distinct 7-colourings of a 6x6 square grid, and the authors provide a classification of these colorings based on their symmetries. The paper concludes with a discussion of the practical applications of this work, including the use of 7-colourings in designing visual art and creating encryption algorithms.",2009-04-01,True
"Thin elastic shells with variable thickness for lithospheric flexure of
  one-plate planets","  Planetary topography can either be modeled as a load supported by the
lithosphere, or as a dynamical effect due to lithospheric flexure caused by
mantle convection. In both cases the response of the lithosphere to external
forces can be calculated with the theory of thin elastic plates or shells. On
one-plate planets the spherical geometry of the lithospheric shell plays an
important role in the flexure mechanism. So far the equations governing the
deformations and stresses of a spherical shell have only been derived under the
assumption of a shell of constant thickness. However local studies of gravity
and topography data suggest large variations in the thickness of the
lithosphere. In this article we obtain the scalar flexure equations governing
the deformations of a thin spherical shell with variable thickness or variable
Young's modulus. The resulting equations can be solved in succession, except
for a system of two simultaneous equations, the solutions of which are the
transverse deflection and an associated stress function. In order to include
bottom loading generated by mantle convection, we extend the method of stress
functions to include loads with a toroidal tangential component. We further
show that toroidal tangential displacement always occurs if the shell thickness
varies, even in the absence of toroidal loads. We finally prove that the
degree-one harmonic components of the transverse deflection and of the toroidal
tangential displacement are independent of the elastic properties of the shell
and are associated with translational and rotational freedom. The flexure
equations for a shell of variable thickness are useful not only for the
prediction of the gravity signal in local admittance studies, but also for the
construction of stress maps in tectonic analysis.
",2008-01-24,False
"Thin elastic shells with variable thickness for lithospheric flexure of
  one-plate planets","This research paper investigates the lithospheric flexure of one-plate planets using thin elastic shells with variable thickness. The study aims to understand the effects of variable shell thickness on the flexural rigidity of one-plate planets. The research presents a theoretical model that incorporates the variable thickness of the shell and applies it to the case of one-plate planets. The results of the study show that variable shell thickness significantly affects the flexural rigidity of one-plate planets, and the thickness variations can have significant implications for the planet's deformation and topography. The study concludes that the flexural rigidity of one-plate planets can be better understood by considering the variable thickness of the shell. The findings of this research provide critical insights into the deformation and topography of one-plate planets.",2008-01-24,True
Detection of single electron spin resonance in a double quantum dot,"  Spin-dependent transport measurements through a double quantum dot are a
valuable tool for detecting both the coherent evolution of the spin state of a
single electron as well as the hybridization of two-electron spin states. In
this paper, we discuss a model that describes the transport cycle in this
regime, including the effects of an oscillating magnetic field (causing
electron spin resonance) and the effective nuclear fields on the spin states in
the two dots. We numerically calculate the current flow due to the induced spin
flips via electron spin resonance and we study the detector efficiency for a
range of parameters. The experimental data are compared with the model and we
find a reasonable agreement.
",2009-11-13,False
Detection of single electron spin resonance in a double quantum dot,"The study focuses on the detection of single electron spin resonance in a double quantum dot, which has potential applications in quantum computing and spintronics. The researchers used a combination of microwave and radio frequency pulses to manipulate the spin state of a single electron in the double quantum dot, and were able to detect the resulting resonance signal. This represents a significant step forward in understanding and controlling spin states at the single electron level. The study's outcomes could pave the way for the development of more efficient and accurate quantum computing systems, as well as improved magnetic sensing and imaging technologies.",2009-11-13,True
Donor type semiconductor at low temperature as maser active medium,"  In some semiconductors donor impurity atoms can attract additional electrons,
forming negative donor impurity ions. Thus we have 3 energy levels for
electrons: zero energy levels at the bottom of the conductivity band, negative
energy levels of the bounded electrons of the negative donor impurity ions, and
deeper negative energy levels of the outer electrons of the neutral donor
impurity atoms. So the donor impurity atoms could serve as active centres for a
maser. The maximum achievable relative population is 0.5. Typical wavelength of
the generated oscillation is 0.14 mm; three level scheme could be realized at
rather low temperatures, considerably lower than 6 K.
",2007-05-23,False
Donor type semiconductor at low temperature as maser active medium,"This research paper investigates the feasibility of using donor type semiconductors as maser active medium at low temperatures. The study involved the fabrication of a maser device using a specially designed donor type semiconductor material. The device was then subjected to various tests to determine its performance as a maser active medium. The results showed that the donor type semiconductor material was able to produce coherent microwave radiation, making it a promising candidate for maser applications. The paper concludes that further research is needed to optimize the fabrication process and improve the performance of the donor type semiconductor maser device. Overall, this study provides valuable insights into the potential of using donor type semiconductors as maser active media at low temperatures.",2007-05-23,True
"Exciting the Magnetosphere of the Magnetar CXOU J164710.2-455216 in
  Westerlund 1","  We describe XMM-Newton observations taken 4.3 days prior to and 1.5 days
subsequent to two remarkable events that were detected with Swift on 2006
September 21 from the candidate magnetar CXOU J164710.2-455216: (1) a 20 ms
burst with an energy of 1e37 erg (15-150 keV), and (2) a rapid spin-down
(glitch) with a fractionap period change of 1e-4. We find that the luminosity
of the pulsar increased by a factor of 100 in the interval between
observations, from 1e33 to 1e35 erg/s (0.5-8.0 keV), and that its spectrum
hardened. The pulsed count rate increased by a factor of 10 (0.5-8.0 keV), but
the fractional rms amplitude of the pulses decreased from 65 to 11 per cent,
and their profile changed from being single-peaked to exhibiting three peaks.
Similar changes have been observed from other magnetars in response to
outbursts, such as that of 1E 2259+586 in 2002 June. We suggest that a plastic
deformation of the neutron star's crust induced a very slight twist in the
external magnetic field, which in turn generated currents in the magnetosphere
that were the direct cause of the X-ray outburst.
",2009-06-23,False
