title,abstract,update_date,ai_generated
"Minimum Expected Distortion in Gaussian Layered Broadcast Coding with
  Successive Refinement","  A transmitter without channel state information (CSI) wishes to send a
delay-limited Gaussian source over a slowly fading channel. The source is coded
in superimposed layers, with each layer successively refining the description
in the previous one. The receiver decodes the layers that are supported by the
channel realization and reconstructs the source up to a distortion. In the
limit of a continuum of infinite layers, the optimal power distribution that
minimizes the expected distortion is given by the solution to a set of linear
differential equations in terms of the density of the fading distribution. In
the optimal power distribution, as SNR increases, the allocation over the
higher layers remains unchanged; rather the extra power is allocated towards
the lower layers. On the other hand, as the bandwidth ratio b (channel uses per
source symbol) tends to zero, the power distribution that minimizes expected
distortion converges to the power distribution that maximizes expected
capacity. While expected distortion can be improved by acquiring CSI at the
transmitter (CSIT) or by increasing diversity from the realization of
independent fading paths, at high SNR the performance benefit from diversity
exceeds that from CSIT, especially when b is large.
",2009-09-29,False
"Minimum Expected Distortion in Gaussian Layered Broadcast Coding with
  Successive Refinement","The research paper proposes a new approach to Gaussian layered broadcast coding with successive refinement that aims to minimize expected distortion. The approach involves creating a layered structure with multiple encoding layers, where each layer provides additional refinement to the previously encoded layers. The authors derive an expression for the minimum expected distortion achievable using this approach and show that it is achievable through a practical coding scheme. The proposed approach is compared with existing methods, and the results demonstrate that it outperforms them in terms of expected distortion. The main conclusion of the paper is that the proposed approach provides an effective method for achieving high-quality broadcast coding with successive refinement.",2009-09-29,True
"Competing superfluid and density-wave ground-states of fermionic
  mixtures with mass imbalance in optical lattices","  We study the effect of mass imbalance on the phase diagram of a two-component
fermionic mixture with attractive interactions in optical lattices. Using
static and dynamical mean-field theories, we show that the pure superfluid
phase is stable for all couplings when the mass imbalance is smaller than a
limiting value. For larger imbalance, phase separation between a superfluid and
a charge-density wave takes place when the coupling exceeds a critical
strength. The harmonic trap induces a spatial segregation of the two phases,
with a rapid variation of the density at the boundary.
",2008-04-17,False
"Competing superfluid and density-wave ground-states of fermionic
  mixtures with mass imbalance in optical lattices","The research paper investigates the ground states of fermionic mixtures with mass imbalance in optical lattices. The study reveals that there are competing superfluid and density-wave ground states in such systems, and the nature of the ground state strongly depends on the mass imbalance and interaction strength. The researchers have used various theoretical methods, including mean-field calculations and quantum Monte Carlo simulations, to obtain their results. The study provides insights into the behavior of fermionic mixtures in optical lattices and could have implications for the design of future experiments in this field.",2008-04-17,True
"Application of the equal dissipation rate principle to automatic
  generation of strut-and-tie models","  This work presents an extended formulation of maximal stiffness design,
within the framework of the topology optimization. The mathematical formulation
of the optimization problem is based on the postulated principle of equal
dissipation rate during inelastic deformation. This principle leads to the
enforcement of stress constraints in domains where inelastic deformation would
occur. During the transition from the continuous structure to the truss-like
one (strut-and-tie model) the dissipation rate is kept constant using the
projected gradient method. The equal dissipation rate in the resulting truss
and in the original continuous structure can be regarded as an equivalence
statement and suggests an alternative understanding of physical motivation
behind the strut-and-tie modeling. The performance of the proposed formulation
is demonstrated with the help of two examples.
",2007-05-23,False
"Application of the equal dissipation rate principle to automatic
  generation of strut-and-tie models","This research paper explores the application of the equal dissipation rate principle to automatic generation of strut-and-tie models. The primary theme is to investigate the effectiveness of this principle in producing accurate and efficient models for complex structures. The study involves developing a new algorithm that automatically generates strut-and-tie models based on the equal dissipation rate principle. The findings suggest that this approach is a promising solution for generating models that satisfy equilibrium, compatibility, and force transfer requirements. The conclusions drawn from this research indicate that the equal dissipation rate principle can be a valuable tool for engineers in designing safe and reliable structures.",2007-05-23,True
Plastic-damage model for concrete in principal directions,"  In the present paper a plastic-damage model for concrete is discussed. Based
on the fact that for isotropic materials the elastic trial stress and the
projected plastic stress states have the same eigenvec-tors, the loading
surface is formulated in the principal stress space rather than using the
invariants of stress tensor. The model assumes that the directions of
orthotropic damage coincide with principal directions of elastic predictor
stress state (motivated by coaxial rotated crack model). Due to this
assumption, the load-ing surface and the closest point projection algorithm can
still be formulated in the principal directions. The evolution of the inelastic
strain is determined using minimization principle. Damage and plastic parts of
the inelastic strain are separated using a scalar parameter, which is assumed
to be stress dependent. The paper also discusses an effective numerical
implementation. The performance of the model is demonstrated on one
illustrative example.
",2007-05-23,False
Plastic-damage model for concrete in principal directions,"The research paper ""Plastic-damage model for concrete in principal directions"" presents a new model for predicting the behavior of concrete material under different loading conditions. The model is based on a plastic-damage framework and takes into account the anisotropic nature of the material. The study focuses on the principal directions of concrete, which are the directions of maximum and minimum material strength. The model is validated through experimental data and numerical simulations, which show good agreement with the predicted behavior. The results indicate that the proposed model can accurately predict the damage evolution and failure behavior of concrete in principal directions. The study concludes that the plastic-damage model can be a useful tool for predicting the behavior of concrete structures under different loading conditions and can aid in the design of more resilient and durable structures.",2007-05-23,True
Scalar damage model for concrete without explicit evolution law,"  Based on the fact that for an isotropic material model the elastic predictor
and the projected stress tensors have the same eigenvectors, it is shown that
the scalar damage can be obtained directly from the projection algorithm. This
eliminates the difficulty of a proper definition of equivalent strain which
serves as a driving force for evolution of damage in concrete. Moreover, if
eigenvectors are known it is not more nec-essary to use invariants of the
stress tensor for the formulation of loading surface. In the present model the
loading surface is represented in the polynomial form. This has two advantages:
(i) it automatically fulfils C1 continuity and (ii) plane stress formulation is
achieved by simply setting the third stress to zero. The perform-ance of the
model is illustrated on example of a mixed-mode fracture of concrete. It is
shown that for the pre-sent example the model prediction strongly depends on
the choice of the stress degradation law.
",2007-05-23,False
Scalar damage model for concrete without explicit evolution law,"This paper presents a scalar damage model for concrete that does not require an explicit evolution law. The proposed model is based on the assumption that the damage variable is a scalar quantity that describes the overall level of damage in the material. The model is developed using a micromechanical approach that takes into account the heterogeneity of concrete at the microscale. The model is then validated using experimental data from the literature. The results show that the model is able to capture the behavior of concrete under both monotonic and cyclic loading conditions. Furthermore, the model is shown to be computationally efficient and can be easily implemented in finite element codes for the analysis of concrete structures. Overall, the proposed scalar damage model provides a promising approach for the modeling of concrete behavior without the need for an explicit evolution law.",2007-05-23,True
Wormholes as Black Hole Foils,"  We study to what extent wormholes can mimic the observational features of
black holes. It is surprisingly found that many features that could be thought
of as ``characteristic'' of a black hole (endowed with an event horizon) can be
closely mimicked by a globally static wormhole, having no event horizon. This
is the case for: the apparently irreversible accretion of matter down a hole,
no-hair properties, quasi-normal-mode ringing, and even the dissipative
properties of black hole horizons, such as a finite surface resistivity equal
to 377 Ohms. The only way to distinguish the two geometries on an
observationally reasonable time scale would be through the detection of
Hawking's radiation, which is, however, too weak to be of practical relevance
for astrophysical black holes. We point out the existence of an interesting
spectrum of quantum microstates trapped in the throat of a wormhole which could
be relevant for storing the information ``lost'' during a gravitational
collapse.
",2008-11-26,False
Wormholes as Black Hole Foils,"This research paper explores the idea of wormholes as a potential foil to black holes. The primary focus is on the theoretical concept of traversable wormholes and their potential use as a mechanism for evading or escaping black holes. The paper discusses the mathematical models and physical properties of wormholes and black holes, and explores the potential implications of using wormholes as a means of communication or transport. Noteworthy findings include the potential for wormholes to serve as a means of bypassing the event horizon of a black hole, and the potential for wormholes to allow for faster-than-light travel. The paper concludes by discussing the challenges and limitations of wormhole technology and the need for further research in this area.",2008-11-26,True
Supervised Feature Selection via Dependence Estimation,"  We introduce a framework for filtering features that employs the
Hilbert-Schmidt Independence Criterion (HSIC) as a measure of dependence
between the features and the labels. The key idea is that good features should
maximise such dependence. Feature selection for various supervised learning
problems (including classification and regression) is unified under this
framework, and the solutions can be approximated using a backward-elimination
algorithm. We demonstrate the usefulness of our method on both artificial and
real world datasets.
",2007-05-23,False
Supervised Feature Selection via Dependence Estimation,"The paper proposes a novel supervised feature selection method based on dependence estimation. The proposed method utilizes the dependency between the features and the target variable to select the most relevant features. The method is compared with several existing feature selection methods on various benchmark datasets, and the results demonstrate that it outperforms the others in terms of accuracy and efficiency. The proposed method is also shown to be robust to noise and highly interpretable. In conclusion, the paper offers a promising approach for feature selection in supervised learning tasks.",2007-05-23,True
"Correlation of macroscopic instability and Lyapunov times in the general
  three-body problem","  We conducted extensive numerical experiments of equal mass three-body systems
until they became disrupted. The system lifetimes, as a bound triple, and the
Lyapunov times show a correlation similarto what has been earlier obtained for
small bodies in the Solar System. Numerical integrations of several sets of
differently randomised initial conditions produced the same relationship of the
instability time and Lyapunov time. Marginal probability densities of the
various times in the three-body experiments are also discussed. Our high
accuracy numerical method for three-body orbit computations and Lyapunov time
determinations is concisely described.
",2009-06-23,False
"Correlation of macroscopic instability and Lyapunov times in the general
  three-body problem","The research paper titled ""Correlation of macroscopic instability and Lyapunov times in the general three-body problem"" explores the relationship between the macroscopic instability and Lyapunov times in the three-body problem. The authors investigate the behavior of the three-body system under different initial conditions and show that the Lyapunov times provide a useful indicator of the system's stability. The study concludes that the Lyapunov times can be used to predict the onset of instability in the three-body problem, which has important implications for understanding the dynamics of celestial bodies.",2009-06-23,True
First integrals for non linear hyperbolic equations,"  Given a solution of a nonlinear wave equation on the flat space-time (with a
real analytic nonlinearity), we relate its Cauchy data at two different times
by nonlinear representation formulas in terms of asymptotic series. We first
show how to construct formally these series by mean of generating functions
based on an algebraic framework inspired by the construction of Fock spaces in
quantum field theory. Then we build an analytic setting in which all these
constructions really make sense and give rise to convergent series.
",2008-02-27,False
First integrals for non linear hyperbolic equations,"This research paper investigates the existence of first integrals for non-linear hyperbolic equations. We explore the conditions under which these equations have first integrals and analyze the relationship between the existence of first integrals and the solutions of the equations. We also study the properties of the first integrals and their relevance in determining the behavior of the solutions. Our analysis utilizes a combination of analytical and numerical methods, including Lie symmetries and the method of characteristics. The results obtained shed light on the nature of non-linear hyperbolic equations and provide insights into their behavior and solutions.",2008-02-27,True
Electron-electron correlation in graphite,"  The full three dimensional dispersion of the pi-bands, Fermi velocities and
effective masses are measured with angle resolved photoemission spectroscopy
and compared to first-principles calculations. The band structure by
density-functional theory strongly underestimates the slope of the bands and
the trigonal warping effect. Including electron-electron calculation on the
level of the GW approximation, however, yields remarkable agreement in the
vicinity of the Fermi level. This demonstrates the breakdown of the independent
electron picture in semi-metallic graphite and points towards a pronounced role
of electron correlation for the interpretation of transport experiments and
double-resonant Raman scattering for a wide range of carbon based materials.
",2011-11-09,False
Electron-electron correlation in graphite,"The research paper titled ""Electron-electron correlation in graphite"" studies the electronic properties of graphite using angle-resolved photoemission spectroscopy (ARPES) and density functional theory (DFT). The study finds significant electron-electron correlation effects in graphite, which cannot be accounted for by DFT alone. The researchers observe a strong correlation-induced narrowing of the valence band, which is consistent with many-body electronic interactions. They also find evidence of a correlation-induced bandgap opening in the graphite electronic structure, which had not previously been observed. These findings have implications for understanding the electronic properties of other materials with similar electronic structures.",2011-11-09,True
"A relativistic gauge theory of nonlinear quantum mechanics and Newtonian
  gravity","  A new kind of gauge theory is introduced, where the minimal coupling and
corresponding covariant derivatives are defined in the space of functions
pertaining to the functional Schroedinger picture of a given field theory.
While, for simplicity, we study the example of a U(1) symmetry, this kind of
gauge theory can accommodate other symmetries as well. We consider the
resulting relativistic nonlinear extension of quantum mechanics and show that
it incorporates gravity in the (0+1)-dimensional limit, similar to recently
studied Schroedinger-Newton equations. Gravity is encoded here into a universal
nonlinear extension of quantum theory. A probabilistic interpretation (Born's
rule) holds, provided the underlying model is scale free.
  Keywords: nonlinear functional Schroedinger equation, gauge symmetry,
Newtonian gravity.
",2008-11-26,False
"A relativistic gauge theory of nonlinear quantum mechanics and Newtonian
  gravity","The research paper proposes a new theoretical framework that combines relativistic gauge theory and nonlinear quantum mechanics to explain the phenomena of Newtonian gravity. The authors aim to address the limitations and inconsistencies of traditional approaches to quantum gravity and unify the fundamental forces of nature. 

The paper outlines the mathematical formalism of the proposed theory and shows how it can explain the behavior of particles in a gravitational field. The authors also demonstrate the compatibility of the theory with existing experimental data, including the deflection of light by massive objects and the gravitational redshift. 

The notable conclusion of the research is that the proposed theory provides a consistent and mathematically elegant explanation for the phenomena of gravity at both the quantum and classical levels. Additionally, the theory suggests the existence of new phenomena, such as the possibility of gravitational waves in the quantum regime. 

Overall, the research paper presents a promising new approach to quantum gravity that could have significant implications for our understanding of the universe's fundamental forces.",2008-11-26,True
"Self-organization processes in laser system with nonlinear absorber and
  external force influence","  We discuss mechanisms of self-organization processes in two-level solid-state
class-B laser system. The model is considered under assumptions of influence of
nonlinear absorber and external force, separately. It was found that
self-organization occurs through the Hopf bifurcation and results to a stable
pulse radiation. Analysis is performed according to the Floquet exponent
investigation. It was found that influence of the nonlinear absorber extends
the domain of control parameters that manage a stable periodic radiation
processes. An external force suppresses self-organization processes. A combined
influence of both external force and nonlinear absorber results to more
complicated picture of self-organization with two reentrant Hopf bifurcations.
",2007-05-23,False
"Self-organization processes in laser system with nonlinear absorber and
  external force influence","This research paper investigates the self-organization processes in a laser system with a nonlinear absorber and external force influence. The system's behavior is studied through numerical simulations, and it is observed that the laser system exhibits a range of dynamical regimes, including periodic, chaotic, and quasiperiodic behavior. The effects of different parameters, such as the strength of the external force and the nonlinearity of the absorber, on the system's dynamics are analyzed. The study finds that the system's behavior is highly sensitive to these parameters and can exhibit a wide range of complex behaviors. The results of this study have important implications for the design and optimization of laser systems for various applications.",2007-05-23,True
"Mass loss from Luminous Blue Variables and Quasi-Periodic Modulations of
  Radio Supernovae","  Massive stars, supernovae (SNe), and long-duration gamma-ray bursts (GRBs)
have a huge impact on their environment. Despite their importance, a
comprehensive knowledge of which massive stars produce which SN/GRB is hitherto
lacking. We present a brief overview about our knowledge of mass loss in the
Hertzsprung-Russell Diagram (HRD) covering evolutionary phases of the OB main
sequence, the unstable Luminous Blue Variable (LBV) stage, and the Wolf-Rayet
(WR) phase. Despite the fact that metals produced by ``self-enrichment'' in WR
atmospheres exceed the initial -- host galaxy -- metallicity, by orders of
magnitude, a particularly strong dependence of the mass-loss rate on the
initial metallicity is found for WR stars at sub-solar metallicities (1/10 --
1/100 solar). This provides a significant boost to the collapsar model for
GRBs, as it may present a viable mechanism to prevent the loss of angular
momentum by stellar winds at low metallicity, whilst strong Galactic WR winds
may inhibit GRBs occurring at solar metallicities. Furthermore, we discuss
recently reported quasi-sinusoidal modulations in the radio lightcurves of SNe
2001ig and 2003bg. We show that both the sinusoidal behaviour and the
recurrence timescale of these modulations are consistent with the predicted
mass-loss behaviour of LBVs, and we suggest LBVs may be the progenitors of some
core-collapse SNe.
",2019-08-19,False
"Mass loss from Luminous Blue Variables and Quasi-Periodic Modulations of
  Radio Supernovae","This research paper investigates the mass loss from Luminous Blue Variables (LBVs) and the quasi-periodic modulations that occur in radio supernovae. LBVs are massive stars that undergo sporadic eruptions, and the resulting mass loss can contribute to the formation of supernovae. The study uses radio observations of supernovae to explore the relationship between LBV mass loss and the modulation of radio emission from supernovae. The findings suggest that LBV mass loss can lead to quasi-periodic modulations in the radio emission from supernovae, providing insight into the physical mechanisms behind these phenomena. The research concludes that further studies of LBV mass loss and its effects on supernovae are necessary to fully understand the processes that lead to these events.",2019-08-19,True
"Constraining GRB progenitor models by probing Wolf-Rayet wind geometries
  in the Large Magellanic Cloud","  The favoured progenitors of long-duration gamma-ray bursts (GRBs) are rapidly
rotating Wolf-Rayet (WR) stars. However, most Galactic WR stars are slow
rotators, as stellar winds are thought to remove angular momentum. This poses a
challenge to the collapsar model. Recent observations indicate that GRBs occur
predominately in low metallicity (Z) environments, which may resolve the
problem: lower Z leads to less mass loss, which may inhibit angular momentum
removal, allowing WR stars to remain rotating rapidly until collapse. We wish
to determine whether low Z WR stars rotate on average more rapidly than
Galactic WR stars, and perform a Very Large Telescope (VLT) linear
spectropolarimetry survey of WR stars in the low Z environment of the Large
Magellanic Cloud (LMC) and compare our results with the Galactic sample. We
find that only 2 out of 13 (i.e. 15%) of LMC WR stars show line polarization
effects, compared to a similarly low fraction of ~15-20% for Galactic WR stars.
The low incidence of line polarization effects in LMC WR stars suggests that
the threshold metallicity where significant differences in WR rotational
properties occur is below that of the LMC (Z ~ 0.5 Zsun), possibly constraining
GRB progenitor channels to this upper metallicity.
",2009-11-13,False
"Constraining GRB progenitor models by probing Wolf-Rayet wind geometries
  in the Large Magellanic Cloud","This research paper aims to investigate the geometry of Wolf-Rayet (WR) winds in the Large Magellanic Cloud (LMC) and how it can help to constrain the progenitor models of gamma-ray bursts (GRBs). Using multi-wavelength observations, the study identified a correlation between the orientation of the WR winds and the properties of the GRBs associated with them. These findings suggest that the geometry of WR winds plays a crucial role in the GRB progenitor models and can provide valuable insights into their formation mechanisms.",2009-11-13,True
"Quantisations of piecewise affine maps on the torus and their quantum
  limits","  For general quantum systems the semiclassical behaviour of eigenfunctions in
relation to the ergodic properties of the underlying classical system is quite
difficult to understand. The Wignerfunctions of eigenstates converge weakly to
invariant measures of the classical system, the so called quantum limits, and
one would like to understand which invariant measures can occur that way,
thereby classifying the semiclassical behaviour of eigenfunctions. We introduce
a class of maps on the torus for whose quantisations we can understand the set
of quantum limits in great detail. In particular we can construct examples of
ergodic maps which have singular ergodic measures as quantum limits, and
examples of non-ergodic maps where arbitrary convex combinations of absolutely
continuous ergodic measures can occur as quantum limits. The maps we quantise
are obtained by cutting and stacking.
",2009-11-13,False
"Quantisations of piecewise affine maps on the torus and their quantum
  limits","The research paper titled ""Quantisations of piecewise affine maps on the torus and their quantum limits"" explores the quantum limits of piecewise affine maps on the torus. The paper focuses on the quantisation of these maps and their corresponding quantum limits. The authors establish a connection between the classical and quantum dynamics of these maps, using tools from algebraic geometry and quantum mechanics. They show that the quantum limits of these maps are determined by their classical dynamics and provide explicit examples to illustrate their results. Overall, the paper provides a framework for understanding the quantum limits of piecewise affine maps on the torus and sheds light on the interplay between classical and quantum dynamics.",2009-11-13,True
GREGOR: the New German Solar Telescope,"  GREGOR is a new open solar telescope with an aperture of 1.5m. It replaces
the former 45-cm Gregory Coude telescope on the Canary island Tenerife. The
optical concept is that of a double Gregory system. The main and the elliptical
mirrors are made from a silicon-carbide material with high thermal
conductivity. This is important to keep the mirrors on the ambient temperature
avoiding local turbulence. GREGOR will be equipped with an adaptive optics
system. The new telescope will be ready for operation in 2008. Post-focus
instruments in the first stage will be a spectrograph for polarimetry in the
near infrared and a 2-dimensional spectrometer based on Fabry-Perot
interferometers for the visible.
",2007-05-23,False
GREGOR: the New German Solar Telescope,"This research paper aims to introduce and provide an overview of GREGOR, the New German Solar Telescope, which is a state-of-the-art solar observatory located on the island of Tenerife, Spain. This paper will discuss the technical specifications and capabilities of the telescope, including its high-resolution imaging capabilities and its ability to observe the Sun's magnetic field. It will also explore the scientific goals and objectives of the GREGOR project, which include studying the Sun's atmosphere, understanding the dynamics of solar magnetic fields, and investigating the mechanisms behind solar flares and coronal mass ejections. The paper will conclude by highlighting the potential impact of GREGOR on our understanding of the Sun and its influence on Earth's climate and technology.",2007-05-23,True
Determining factors behind the PageRank log-log plot,"  We study the relation between PageRank and other parameters of information
networks such as in-degree, out-degree, and the fraction of dangling nodes. We
model this relation through a stochastic equation inspired by the original
definition of PageRank. Further, we use the theory of regular variation to
prove that PageRank and in-degree follow power laws with the same exponent. The
difference between these two power laws is in a multiple coefficient, which
depends mainly on the fraction of dangling nodes, average in-degree, the power
law exponent, and damping factor. The out-degree distribution has a minor
effect, which we explicitly quantify. Our theoretical predictions show a good
agreement with experimental data on three different samples of the Web.
",2008-04-03,False
Determining factors behind the PageRank log-log plot,"This research paper aims to identify the factors that contribute to the distinctive log-log plot of Google's PageRank algorithm. By analyzing various datasets and conducting statistical tests, the study reveals that the link structure of a website, as well as the distribution of inbound links, play a significant role in determining its PageRank score. The research also highlights the importance of considering both global and local factors when interpreting PageRank scores. These findings provide valuable insights for website owners and search engine optimization professionals seeking to improve their online visibility.",2008-04-03,True
Electronic structure of barium titanate : an abinitio DFT study,"  First principle calculations were performed to study the ground state
electronic properties of Barium titanate within the density functional theory
(DFT). In our DFT computations, we used Vosko-Wilk-Nusair correlation energy
functional and generalized gradient approximation (GGA) exchange and
correlation energy functional as suggested by Perdew and Wang (PWGGA). The band
structure, total density of states (DOS) and partial DOS have been
systematically conducted to investigate the electronic configuration of this
prototype ferroelectric perovskits compound. The band gap was 1.92 eV within
our approach, and the quasi-flat band at -17 eV and -10 eV were attributed to
the O 2s and Ba 5p states respectively, which was in good agreement with the
corresponding total DOS and partial DOS. From the DOS investigation, it can be
seen that the Ti eg state intended to interact with the oxygen octahedral
orbitals to form the p-d hybridization. Moreover the strong p-d overlap and
bonding can be observed in the electronic density redistribution along the
different crystalline planes with respect to the corresponding space group, and
the electronic isodense have been shown along the (001), (100), (110) and (111)
crystal planes. From these electronic density maps, the strong bonding between
Ti and O atoms can even be observed in the (111) crystalline plane.
",2007-05-23,False
Electronic structure of barium titanate : an abinitio DFT study,"This research paper presents an ab initio density functional theory (DFT) study of the electronic structure of barium titanate (BaTiO3). The study investigates the electronic band structure, density of states (DOS), and electronic charge density distribution of BaTiO3. The results show that BaTiO3 has a direct band gap of 3.41 eV, and the electronic charge density is mainly distributed between the Ti and O atoms. The study also confirms the presence of oxygen vacancies in BaTiO3, which can significantly affect its electronic properties. Overall, this study provides valuable insights into the electronic structure of BaTiO3 and its potential applications in electronic devices.",2007-05-23,True
Classification of Supersymmetric Lattice Gauge Theories by Orbifolding,"  We provide a general classification of supersymmetric lattice gauge theories
that can be obtained from orbifolding of theories with four and eight
supercharges. We impose at least one preserved supercharge on the lattice and
Lorentz invariance in the naive continuum limit. Starting with four
supercharges, we obtain one two-dimensional lattice gauge theory, identical to
the one already given in the literature. Starting with eight supercharges, we
obtain a unique three-dimensional lattice gauge theory and infinitely many
two-dimensional lattice theories. They can be classified according to seven
distinct groups, five of which have two preserved supercharges while the others
have only one.
",2008-11-26,False
