title,abstract,update_date,ai_generated
"Collective Oscillations in Trapped Bose-Einstein Condensed Gases in the
  Presence of Weak Disorder","The research paper explores the behavior of trapped Bose-Einstein condensed gases in the presence of weak disorder. The study focuses on the collective oscillations of the system, which are influenced by the interaction between the particles and the disorder potential. The authors investigate the impact of disorder strength and density on the oscillation frequencies and damping rates of the system. The results show that the presence of weak disorder can significantly alter the collective oscillations of the system, with the damping rate increasing as the disorder strength and density increase. The study concludes that the understanding of collective oscillations in disordered Bose-Einstein condensed gases is important for the development of future applications in areas such as quantum computing and precision metrology.",2010-02-05,True
Fredholm determinants and the statistics of charge transport,"  Using operator algebraic methods we show that the moment generating function
of charge transport in a system with infinitely many non-interacting Fermions
is given by a determinant of a certain operator in the one-particle Hilbert
space. The formula is equivalent to a formula of Levitov and Lesovik in the
finite dimensional case and may be viewed as its regularized form in general.
Our result embodies two tenets often realized in mesoscopic physics, namely,
that the transport properties are essentially independent of the length of the
leads and of the depth of the Fermi sea.
",2009-11-13,False
Fredholm determinants and the statistics of charge transport,"This research paper explores the relationship between Fredholm determinants and the statistics of charge transport. The study reveals that Fredholm determinants can be used to calculate statistical properties of transport, such as the distribution of current fluctuations. The results provide a new approach for understanding charge transport in disordered systems.",2009-11-13,True
Relaxation dynamics in fluids of platelike colloidal particles,"  The relaxation dynamics of a model fluid of platelike colloidal particles is
investigated by means of a phenomenological dynamic density functional theory.
The model fluid approximates the particles within the Zwanzig model of
restricted orientations. The driving force for time-dependence is expressed
completely by gradients of the local chemical potential which in turn is
derived from a density functional -- hydrodynamic interactions are not taken
into account. These approximations are expected to lead to qualitatively
reliable results for low densities as those within the isotropic-nematic
two-phase region. The formalism is applied to model an initially spatially
homogeneous stable or metastable isotropic fluid which is perturbed by
switching a two-dimensional array of Gaussian laser beams. Switching on the
laser beams leads to an accumulation of colloidal particles in the beam
centers. If the initial chemical potential and the laser power are large enough
a preferred orientation of particles occurs breaking the symmetry of the laser
potential. After switching off the laser beams again the system can follow
different relaxation paths: It either relaxes back to the homogeneous isotropic
state or it forms an approximately elliptical high-density core which is
elongated perpendicular to the dominating orientation in order to minimize the
surface free energy. For large supersaturations of the initial isotropic fluid
the high-density cores of neighboring laser beams of the two-dimensional array
merge into complex superstructures.
",2011-09-14,False
Relaxation dynamics in fluids of platelike colloidal particles,"This research paper investigates the relaxation dynamics of fluids containing platelike colloidal particles. Through computer simulations, the study reveals that the relaxation time of the system depends on the particle aspect ratio and concentration. It also shows that the rotational relaxation is faster than translational relaxation in the system. The findings provide insights into the behavior of platelike particles in fluids, which can aid in the design of new materials and industrial processes.",2011-09-14,True
"Influence of growth parameters on structural properties and bandgap of
  InN epilayers deposited in a showerhead MOVPE system","  From a detailed analysis of InN epilayers deposited in a close-coupled
showerhead metalorganic vapour phase epitaxy (MOVPE) system under various
conditions we investigate the effect of growth parameters on the lattice
constants of the InN layer. The layers are under significant internal
hydrostatic stress which influences the optical properties. Samples typically
fall into two broad categories of stress, with resultant luminescence emission
around 0.8eV and 1.1eV. We can correlate the internal stress in the layer and
the value of the optical absorption edge, and the PL emission wavelength.
",2007-05-23,False
"Influence of growth parameters on structural properties and bandgap of
  InN epilayers deposited in a showerhead MOVPE system","This research paper explores the impact of growth parameters on the structural properties and bandgap of InN epilayers deposited using a showerhead MOVPE system. InN epilayers were grown under various growth conditions, including temperature, pressure, and V/III ratio. The structural properties of the grown InN epilayers were characterized using X-ray diffraction, scanning electron microscopy, and atomic force microscopy. The bandgap of the InN epilayers was measured using photoluminescence spectroscopy. Our results indicate that the growth parameters significantly influence the structural properties and bandgap of InN epilayers. The optimal growth conditions for high-quality InN epilayers were found to be a growth temperature of 550 °C, a pressure of 200 mbar, and a V/III ratio of 400. This study provides valuable insights into the growth of InN epilayers and their potential applications in optoelectronic devices.",2007-05-23,True
How Do Quasicrystals Grow?,"  Using molecular simulations, we show that the aperiodic growth of
quasicrystals is controlled by the ability of the growing quasicrystal
`nucleus' to incorporate kinetically trapped atoms into the solid phase with
minimal rearrangement. In the system under investigation, which forms a
dodecagonal quasicrystal, we show that this process occurs through the
assimilation of stable icosahedral clusters by the growing quasicrystal. Our
results demonstrate how local atomic interactions give rise to the long-range
aperiodicity of quasicrystals.
",2010-12-22,False
How Do Quasicrystals Grow?,"This research paper aims to explore the growth mechanisms of quasicrystals, a unique class of materials with non-periodic ordered structures. By analyzing the growth behavior of quasicrystals using advanced imaging techniques and simulations, the paper provides insights into the role of chemical composition, temperature, and substrate interactions in the formation of these materials. The study finds that quasicrystal growth is a complex process influenced by various physical and chemical factors, which can lead to the formation of a wide range of structures and morphologies. The paper concludes that a better understanding of quasicrystal growth can facilitate the design and synthesis of new materials with tailored properties for various applications.",2010-12-22,True
Reconstructing weak values without weak measurements,"  I propose a scheme for reconstructing the weak value of an observable without
the need for weak measurements. The post-selection in weak measurements is
replaced by an initial projector measurement. The observable can be measured
using any form of interaction, including projective measurements. The
reconstruction is effected by measuring the change in the expectation value of
the observable due to the projector measurement. The weak value may take
nonclassical values if the projector measurement disturbs the expectation value
of the observable.
",2007-06-13,False
Reconstructing weak values without weak measurements,The paper proposes a method for reconstructing weak values without the need for weak measurements. The authors show that the weak value can be obtained by measuring the post-selected state of a pre-selected ensemble of systems. The proposed method is experimentally tested and shown to be equivalent to the traditional weak measurement method. The authors conclude that the proposed method could be useful in situations where weak measurements are difficult to implement or when post-selection is the only available measurement technique.,2007-06-13,True
"An all-optical ion-loading technique for scalable microtrap
  architectures","  An experimental demonstration of a novel all-optical technique for loading
ion traps, that has particular application to microtrap architectures, is
presented. The technique is based on photo-ionisation of an atomic beam created
by pulsed laser ablation of a calcium target, and provides improved temporal
control compared to traditional trap loading methods. Ion loading rates as high
as 125 ions per second have so far been observed. Also described are
observations of trap loading where Rydberg state atoms are photo-ionised by the
ion Doppler cooling laser.
",2012-02-10,False
"An all-optical ion-loading technique for scalable microtrap
  architectures","This research paper presents an all-optical ion-loading technique for scalable microtrap architectures. The technique utilizes a combination of optical tweezers and laser cooling to trap and cool individual ions, which can then be loaded into a microtrap. This approach eliminates the need for complex and expensive ion-loading mechanisms, allowing for the creation of more compact and scalable microtraps. The paper also explores the performance of the microtrap using this technique, demonstrating its potential for use in a variety of applications in quantum computing and precision measurement.",2012-02-10,True
"Bistability of optically-induced nuclear spin orientation in quantum
  dots","  We demonstrate that bistability of the nuclear spin polarization in optically
pumped semiconductor quantum dots is a general phenomenon possible in dots with
a wide range of parameters. In experiment, this bistability manifests itself
via the hysteresis behavior of the electron Zeeman splitting as a function of
either pump power or external magnetic field. In addition, our theory predicts
that the nuclear polarization can strongly influence the charge dynamics in the
dot leading to bistability in the average dot charge.
",2009-11-13,False
"Bistability of optically-induced nuclear spin orientation in quantum
  dots","The research paper titled ""Bistability of optically-induced nuclear spin orientation in quantum dots"" investigates the behavior of nuclear spins in quantum dots under various optical and magnetic conditions. The primary subject of the study is the bistability of nuclear spin orientation, which refers to the ability of the system to exist in two stable states with different spin orientations. The researchers found that by controlling the optical and magnetic fields, they could induce and manipulate the bistability of nuclear spin orientation in the quantum dots. They also discovered that the duration of the spin polarization was dependent on the strength of the magnetic field. The study's main conclusion is that the bistability of nuclear spin orientation in quantum dots can be controlled and utilized for various practical applications, such as quantum information processing and spin-based electronics.",2009-11-13,True
Non-topological solitons in field theories with kinetic self-coupling,"  We investigate some fundamental features of a class of non-linear
relativistic lagrangian field theories with kinetic self-coupling. We focus our
attention upon theories admitting static, spherically symmetric solutions in
three space dimensions which are finite-energy and stable. We determine general
conditions for the existence and stability of these non-topological soliton
solutions. In particular, we perform a linear stability analysis that goes
beyond the usual Derrick-like criteria. On the basis of these considerations we
obtain a complete characterization of the soliton-supporting members of the
aforementioned class of non-linear field theories. We then classify the family
of soliton-supporting theories according to the central and asymptotic
behaviors of the soliton field, and provide illustrative explicit examples of
models belonging to each of the corresponding sub-families. In the present work
we restrict most of our considerations to one and many-components scalar
models. We show that in these cases the finite-energy static spherically
symmetric solutions are stable against charge-preserving perturbations,
provided that the vacuum energy of the model vanishes and the energy density is
positive definite. We also discuss briefly the extension of the present
approach to models involving other types of fields, but a detailed study of
this more general scenario will be addressed in a separate publication.
",2008-11-26,False
Non-topological solitons in field theories with kinetic self-coupling,"This research paper investigates the existence and properties of non-topological solitons in field theories with kinetic self-coupling. Such solitons are localized, stable configurations of the field that do not rely on topological considerations for their stability. The study is conducted by solving the equations of motion for the field and analyzing the resulting solutions. The paper explores the conditions under which non-topological solitons can arise and examines their properties, such as their energy, size, and stability. The results of this research can have significant implications for various fields of physics, including particle physics and condensed matter physics.",2008-11-26,True
"Surveys of the Galactic Center and the Nature of the Galactic Center
  Lobe","  The Galactic center (GC) is a dense and chaotic region filled with unusual
sources, such as intense star forming regions, dense star clusters, nonthermal
radio filaments, and a massive black hole. The proximity of the GC region makes
it an ideal place to study the unusual processes that tend to manifest
themselves in Galactic nuclei. This thesis uses single-dish and interferometric
radio continuum, radio recombination line, polarized radio continuum, and
mid-IR observations to study the wide variety of physical processes seen in the
GC region on physical scales from 0.1 to 100 parsecs. These observations
provide one of the most sensitive studies of the radio continuum emission in
the central 500 parsecs. I also study the properties of nonthermal radio
filaments, which can constrain their origin and the structure of the magnetic
field in the GC region.
  The presence of massive star clusters and a massive black hole suggest that
starburst and AGN phenomena can manifest themselves in our Galaxy. This thesis
explores this possibility by studying a 150-pc-tall, shell-like structure
called the Galactic center lobe (GCL). Our observations examine the spectral
index, dust emission, polarized continuum emission, and ionized gas throughout
the GCL. I find strong evidence supporting the idea that the GCL is a true
three-dimensional shell located in the GC region with nested layers of ionized,
magnetized, and mid-IR--emitting components. I compare the physical conditions
of the GCL to proposed models for its origin and find best agreement with
starburst outflows seen in other galaxies, yet consistent with the currently
observed pressure and star formation rate in the central tens of parsecs of our
Galaxy. (abridged)
",2016-06-22,False
"Surveys of the Galactic Center and the Nature of the Galactic Center
  Lobe","This research paper provides an overview of recent surveys of the Galactic Center and their implications for understanding the nature of the Galactic Center lobe. The paper highlights key discoveries related to the morphology, kinematics, and energetics of the lobe, and discusses their relevance for models of the Milky Way's central region. The authors conclude that the lobe is likely a result of past accretion events and feedback from the central black hole, and suggest that future observations will help to refine our understanding of its properties and evolution.",2016-06-22,True
"Large underground, liquid based detectors for astro-particle physics in
  Europe: scientific case and prospects","  This document reports on a series of experimental and theoretical studies
conducted to assess the astro-particle physics potential of three future
large-scale particle detectors proposed in Europe as next generation
underground observatories. The proposed apparatus employ three different and,
to some extent, complementary detection techniques: GLACIER (liquid Argon TPC),
LENA (liquid scintillator) and MEMPHYS (\WC), based on the use of large mass of
liquids as active detection media. The results of these studies are presented
along with a critical discussion of the performance attainable by the three
proposed approaches coupled to existing or planned underground laboratories, in
relation to open and outstanding physics issues such as the search for matter
instability, the detection of astrophysical- and geo-neutrinos and to the
possible use of these detectors in future high-intensity neutrino beams.
",2009-02-11,False
"Large underground, liquid based detectors for astro-particle physics in
  Europe: scientific case and prospects","This research paper presents the scientific case and prospects for large underground, liquid-based detectors for astro-particle physics in Europe. The paper discusses the potential for these detectors to make groundbreaking discoveries in the fields of neutrino and dark matter research, as well as their ability to contribute to the study of supernovae, solar neutrinos, and geoneutrinos. The authors conclude that these detectors are crucial for advancing our understanding of the universe and recommend continued investment in their development and operation.",2009-02-11,True
Particle Motion in the Rotating Black Ring Metric,"  In this paper, the equations of motion for geodesics in the neutral rotating
Black Ring metric are derived and the separability of these equations is
considered. The bulk of the paper is concerned with sets of solutions where the
geodesic equations can be examined analytically - specifically geodesics
confined to the axis of rotation, geodesics restricted to the equatorial plane,
and geodesics that circle through the centre of the ring. The geodesics on the
rotational axis behave like a particle in a potential well, while the geodesics
confined to the equatorial plane mimic those of the Schwarzschild metric. It is
shown that it is impossible to have circular orbits that pass through the ring,
but some numerical results are presented which suggest that it is possible to
have bound orbits that circle through the ring.
",2009-09-29,False
Particle Motion in the Rotating Black Ring Metric,"This paper investigates particle motion in the rotating black ring metric, a solution to the equations of General Relativity describing a five-dimensional black hole with a ring topology around its event horizon. The authors derive the equations of motion for test particles moving in this metric and analyze their behavior in various regimes, including geodesic motion, circular orbits, and chaotic trajectories. They find that the black ring metric exhibits several interesting features, such as the existence of stable circular orbits in the plane of rotation and the appearance of chaotic behavior for particles with nonzero angular momentum. These findings provide new insights into the dynamics of black hole spacetimes and may have implications for astrophysical phenomena such as accretion disks and binary black hole mergers.",2009-09-29,True
"A search for X-ray counterparts of the millisecond pulsars in the
  globular cluster M28 (NGC 6626)","  A recent radio survey of globular clusters has increased the number of
millisecond pulsars drastically. M28 is now the globular cluster with the third
largest population of known pulsars, after Terzan 5 and 47 Tuc. This prompted
us to revisit the archival Chandra data on M28 to evaluate whether the newly
discovered millisecond pulsars find a counterpart among the various X-ray
sources detected in M28 previously. The radio position of PSR J1824-2452H is
found to be in agreement with the position of CXC 182431-245217 while some
faint unresolved X-ray emission near to the center of M28 is found to be
coincident with the millisecond pulsars PSR J1824-2452G, J1824-2452J,
J1824-2452I and J1824-2452E.
",2007-05-23,False
"A search for X-ray counterparts of the millisecond pulsars in the
  globular cluster M28 (NGC 6626)","This research paper presents a study on the search for X-ray counterparts of millisecond pulsars in the globular cluster M28 (NGC 6626) using data from the Chandra X-ray Observatory. A total of 21 sources were detected, including 4 X-ray binaries and 2 pulsars, with one of them being a newly discovered millisecond pulsar. The results suggest that M28 may harbor more undiscovered millisecond pulsars, and the study highlights the importance of X-ray observations in the search for these objects.",2007-05-23,True
"Effective inverse spectral problem for rational Lax matrices and
  applications","  We reconstruct a rational Lax matrix of size R+1 from its spectral curve (the
desingularization of the characteristic polynomial) and some additional data.
Using a twisted Cauchy--like kernel (a bi-differential of bi-weight (1-nu,nu))
we provide a residue-formula for the entries of the Lax matrix in terms of
bases of dual differentials of weights nu and 1-nu respectively. All objects
are described in the most explicit terms using Theta functions. Via a sequence
of ``elementary twists'', we construct sequences of Lax matrices sharing the
same spectral curve and polar structure and related by conjugations by rational
matrices. Particular choices of elementary twists lead to construction of
sequences of Lax matrices related to finite--band recurrence relations (i.e.
difference operators) sharing the same shape. Recurrences of this kind are
satisfied by several types of orthogonal and biorthogonal polynomials. The
relevance of formulae obtained to the study of the large degree asymptotics for
these polynomials is indicated.
",2008-04-08,False
"Effective inverse spectral problem for rational Lax matrices and
  applications","The paper ""Effective inverse spectral problem for rational Lax matrices and applications"" presents a new method for solving the inverse spectral problem for rational Lax matrices. The method is based on the theory of algebraic curves and uses a combination of geometric and analytical techniques. The authors apply this method to two important problems in mathematical physics: the nonlinear Schrödinger equation and the Korteweg-de Vries equation. They show that the new method provides an effective and efficient way to solve these problems, and that it can be used to obtain new insights into the behavior of these equations. The main findings of the paper include a new formula for the spectral curve of the rational Lax matrix, a new approach to computing the Baker-Akhiezer function for the nonlinear Schrödinger equation, and a new method for finding the soliton solutions of the Korteweg-de Vries equation. The authors conclude that the new method has the potential to become a powerful tool for solving a wide range of problems in mathematical physics.",2008-04-08,True
An Energy Efficiency Perspective on Training for Fading Channels,"  In this paper, the bit energy requirements of training-based transmission
over block Rayleigh fading channels are studied. Pilot signals are employed to
obtain the minimum mean-square-error (MMSE) estimate of the channel fading
coefficients. Energy efficiency is analyzed in the worst case scenario where
the channel estimate is assumed to be perfect and the error in the estimate is
considered as another source of additive Gaussian noise. It is shown that bit
energy requirement grows without bound as the snr goes to zero, and the minimum
bit energy is achieved at a nonzero snr value below which one should not
operate. The effect of the block length on both the minimum bit energy and the
snr value at which the minimum is achieved is investigated. Flash training
schemes are analyzed and shown to improve the energy efficiency in the low-snr
regime. Energy efficiency analysis is also carried out when peak power
constraints are imposed on pilot signals.
",2016-11-17,False
An Energy Efficiency Perspective on Training for Fading Channels,"The research paper titled ""An Energy Efficiency Perspective on Training for Fading Channels"" focuses on the tradeoff between energy efficiency and channel estimation accuracy in wireless communication systems. The paper proposes a new training method that optimizes the energy efficiency of channel estimation while maintaining a satisfactory level of accuracy. 

The key findings of the research are that traditional training methods consume a significant amount of energy and do not necessarily result in the highest accuracy. The proposed method reduces energy consumption by adjusting the number of pilot symbols transmitted, while maintaining an acceptable level of accuracy. 

The paper concludes that the proposed method can significantly improve the energy efficiency of wireless communication systems, especially in scenarios where energy is a limiting factor. It also highlights the importance of considering energy efficiency in the design of wireless communication systems.",2016-11-17,True
