title,abstract,update_date,ai_generated
"Formation of quasi-solitons in transverse confined ferromagnetic film
  media","  The formation of quasi-2D spin-wave waveforms in longitudinally magnetized
stripes of ferrimagnetic film was observed by using time- and space-resolved
Brillouin light scattering technique. In the linear regime it was found that
the confinement decreases the amplitude of dynamic magnetization near the
lateral stripe edges. Thus, the so-called effective dipolar pinning of dynamic
magnetization takes place at the edges.
  In the nonlinear regime a new stable spin wave packet propagating along a
waveguide structure, for which both transversal instability and interaction
with the side walls of the waveguide are important was observed. The
experiments and a numerical simulation of the pulse evolution show that the
shape of the formed waveforms and their behavior are strongly influenced by the
confinement.
",2007-05-30,False
"Formation of quasi-solitons in transverse confined ferromagnetic film
  media",This research paper investigates the formation of quasi-solitons in transversely confined ferromagnetic film media. The authors conducted numerical simulations using the Landau-Lifshitz-Gilbert equation to show that the quasi-solitons are formed due to the interaction between the magnetization and the confinement potential. The study found that the size and shape of the confinement potential play an important role in the formation and dynamics of the quasi-solitons. The results of this study provide insights into the behavior of confined ferromagnetic films and may have potential applications in magnetic data storage and spintronics.,2007-05-30,True
"Spectroscopic Properties of Polarons in Strongly Correlated Systems by
  Exact Diagrammatic Monte Carlo Method","  We present recent advances in understanding of the ground and excited states
of the electron-phonon coupled systems obtained by novel methods of
Diagrammatic Monte Carlo and Stochastic Optimization, which enable the
approximation-free calculation of Matsubara Green function in imaginary times
and perform unbiased analytic continuation to real frequencies. We present
exact numeric results on the ground state properties, Lehmann spectral function
and optical conductivity of different strongly correlated systems: Frohlich
polaron, Rashba-Pekar exciton-polaron, pseudo Jahn-Teller polaron, exciton, and
interacting with phonons hole in the t-J model.
",2015-05-13,False
"Spectroscopic Properties of Polarons in Strongly Correlated Systems by
  Exact Diagrammatic Monte Carlo Method","This research paper focuses on the study of the spectroscopic properties of polarons in strongly correlated systems using the Exact Diagrammatic Monte Carlo method. The primary theme of the research is to understand the electronic structure and dynamics of polarons in materials with strong electron-electron interactions. The study finds that the polaronic effects are enhanced in strongly correlated systems, leading to a significant change in the spectral properties of the material. The Exact Diagrammatic Monte Carlo method is shown to be a powerful tool for investigating the polaronic effects in strongly correlated systems. The research provides important insights into the behavior of polarons in materials with strong electron-electron interactions, which can be useful for designing new materials with desired electronic properties.",2015-05-13,True
"Placeholder Substructures II: Meta-Fractals, Made of Box-Kites, Fill
  Infinite-Dimensional Skies","  Zero-divisors (ZDs) derived by Cayley-Dickson Process (CDP) from
N-dimensional hypercomplex numbers (N a power of 2, at least 4) can represent
singularities and, as N approaches infinite, fractals -- and thereby,scale-free
networks. Any integer greater than 8 and not a power of 2 generates a
meta-fractal or ""Sky"" when it is interpreted as the ""strut constant"" (S) of an
ensemble of octahedral vertex figures called ""Box-Kites"" (the fundamental
building blocks of ZDs). Remarkably simple bit-manipulation rules or ""recipes""
provide tools for transforming one fractal genus into others within the context
of Wolfram's Class 4 complexity.
",2007-11-22,False
"Placeholder Substructures II: Meta-Fractals, Made of Box-Kites, Fill
  Infinite-Dimensional Skies","Unfortunately, I am unable to provide a concise abstract for a research paper with the given title as it appears to be non-existent or not publicly available. Can you please provide me with more information or clarify if this is a hypothetical research paper title",2007-11-22,True
Tuning correlation effects with electron-phonon interactions,"  We investigate the effect of tuning the phonon energy on the correlation
effects in models of electron-phonon interactions using DMFT. In the regime
where itinerant electrons, instantaneous electron-phonon driven correlations
and static distortions compete on similar energy scales, we find several
interesting results including (1) A crossover from band to Mott behavior in the
spectral function, leading to hybrid band/Mott features in the spectral
function for phonon frequencies slightly larger than the band width. (2) Since
the optical conductivity depends sensitively on the form of the spectral
function, we show that such a regime should be observable through the low
frequency form of the optical conductivity. (3) The resistivity has a double
kondo peak arrangement
",2015-05-13,False
Tuning correlation effects with electron-phonon interactions,"The paper investigates the interplay between electron-electron and electron-phonon interactions in a correlated electron system. The main objective is to understand the effect of electron-phonon interactions on the electronic correlation strength and to explore the possibility of tuning the correlation effects with phonon degrees of freedom. The study employs a combination of dynamical mean field theory and density functional theory calculations to investigate the electronic structure and correlation effects in a model system. The results show that the electron-phonon coupling can significantly modify the correlation strength in the system, leading to a crossover from a correlated metallic to a weakly correlated insulating state. The study also reveals that the correlation effects can be tuned by varying the phonon frequencies, providing a promising avenue for controlling the electronic properties of correlated materials. These findings have important implications for the design and development of novel electronic materials with tailored correlation properties.",2015-05-13,True
"Crystal channeling of LHC forward protons with preserved distribution in
  phase space","  We show that crystal can trap a broad (x, x', y, y', E) distribution of
particles and channel it preserved with a high precision. This sampled-and-hold
distribution can be steered by a bent crystal for analysis downstream. In
simulations for the 7 TeV Large Hadron Collider, a crystal adapted to the
accelerator lattice traps 90% of diffractively scattered protons emerging from
the interaction point with a divergence 100 times the critical angle. We set
the criterion for crystal adaptation improving efficiency ~100-fold. Proton
angles are preserved in crystal transmission with accuracy down to 0.1
microrad. This makes feasible a crystal application for measuring very forward
protons at the LHC.
",2008-11-26,False
"Crystal channeling of LHC forward protons with preserved distribution in
  phase space","This research paper discusses the crystal channeling of forward protons in the Large Hadron Collider (LHC) with preserved distribution in phase space. The study focuses on the use of bent crystals to deflect proton beams, while preserving their momentum and transverse distribution. The results show that crystal channeling can be used to manipulate the trajectory of protons without significantly affecting their phase space distribution. This technique has potential applications in high-energy physics experiments, as well as in medical and industrial applications. The study concludes that crystal channeling is a promising tool for manipulating charged particle beams and that further research is needed to optimize the process for practical applications.",2008-11-26,True
"Convergence of the discrete dipole approximation. II. An extrapolation
  technique to increase the accuracy","  We propose an extrapolation technique that allows accuracy improvement of the
discrete dipole approximation computations. The performance of this technique
was studied empirically based on extensive simulations for 5 test cases using
many different discretizations. The quality of the extrapolation improves with
refining discretization reaching extraordinary performance especially for
cubically shaped particles. A two order of magnitude decrease of error was
demonstrated. We also propose estimates of the extrapolation error, which were
proven to be reliable. Finally we propose a simple method to directly separate
shape and discretization errors and illustrated this for one test case.
",2008-07-29,False
"Convergence of the discrete dipole approximation. II. An extrapolation
  technique to increase the accuracy","This research paper focuses on the convergence of the discrete dipole approximation (DDA) and presents an extrapolation technique to improve its accuracy. The DDA is widely used to model electromagnetic scattering from particles, but it suffers from slow convergence, particularly for large and highly absorbing particles. In this paper, we propose an extrapolation technique that combines results from DDA simulations with different grid sizes, enabling us to achieve higher accuracy with a lower computational cost. We demonstrate the effectiveness of this technique by comparing the results with reference solutions for several test cases. Our results show that the extrapolation technique significantly improves the convergence rate of the DDA, leading to more accurate and efficient simulations. This technique has potential applications in various fields, including atmospheric and environmental sciences, material science, and biomedical engineering.",2008-07-29,True
Quantum Group of Isometries in Classical and Noncommutative Geometry,"  We formulate a quantum generalization of the notion of the group of
Riemannian isometries for a compact Riemannian manifold, by introducing a
natural notion of smooth and isometric action by a compact quantum group on a
classical or noncommutative manifold described by spectral triples, and then
proving the existence of a universal object (called the quantum isometry group)
in the category of compact quantum groups acting smoothly and isometrically on
a given (possibly noncommutative) manifold satisfying certain regularity
assumptions. In fact, we identify the quantum isometry group with the universal
object in a bigger category, namely the category of `quantum families of smooth
isometries', defined along the line of Woronowicz and Soltan. We also construct
a spectral triple on the Hilbert space of forms on a noncommutative manifold
which is equivariant with respect to a natural unitary representation of the
quantum isometry group. We give explicit description of quantum isometry groups
of commutative and noncommutative tori, and in this context, obtain the quantum
double torus defined in \cite{hajac} as the universal quantum group of
holomorphic isometries of the noncommutative torus.
",2009-11-13,False
Quantum Group of Isometries in Classical and Noncommutative Geometry,"The research paper discusses the concept of quantum group of isometries in both classical and noncommutative geometry. The authors explore the relationship between these two fields and present a new approach to studying quantum groups of isometries using noncommutative geometry. The paper highlights the importance of understanding the structure of quantum groups in various geometries and provides key results that enable further exploration of this concept. The authors conclude that a deeper understanding of the quantum group of isometries can lead to new insights in areas such as mathematical physics, differential geometry, and topology.",2009-11-13,True
"General System theory, Like-Quantum Semantics and Fuzzy Sets","  It is outlined the possibility to extend the quantum formalism in relation to
the requirements of the general systems theory. It can be done by using a
quantum semantics arising from the deep logical structure of quantum theory. It
is so possible taking into account the logical openness relationship between
observer and system. We are going to show how considering the truth-values of
quantum propositions within the context of the fuzzy sets is here more useful
for systemics . In conclusion we propose an example of formal quantum
coherence.
",2010-04-26,False
"General System theory, Like-Quantum Semantics and Fuzzy Sets","This research paper explores the integration of general system theory, like-quantum semantics, and fuzzy sets. The primary focus is on the application of these theories in understanding complex systems and developing a more comprehensive framework for analyzing them. The noteworthy findings suggest that the combination of these theories can enhance the understanding of complex systems and provide a more accurate representation of their behaviors and interactions. Additionally, the research highlights the potential for further development and application of these theories in various fields, including engineering, social sciences, and management.",2010-04-26,True
Nonequilibrium entropy limiters in lattice Boltzmann methods,"  We construct a system of nonequilibrium entropy limiters for the lattice
Boltzmann methods (LBM). These limiters erase spurious oscillations without
blurring of shocks, and do not affect smooth solutions. In general, they do the
same work for LBM as flux limiters do for finite differences, finite volumes
and finite elements methods, but for LBM the main idea behind the construction
of nonequilibrium entropy limiter schemes is to transform a field of a scalar
quantity - nonequilibrium entropy. There are two families of limiters: (i)
based on restriction of nonequilibrium entropy (entropy ""trimming"") and (ii)
based on filtering of nonequilibrium entropy (entropy filtering). The physical
properties of LBM provide some additional benefits: the control of entropy
production and accurate estimate of introduced artificial dissipation are
possible. The constructed limiters are tested on classical numerical examples:
1D athermal shock tubes with an initial density ratio 1:2 and the 2D lid-driven
cavity for Reynolds numbers Re between 2000 and 7500 on a coarse 100*100 grid.
All limiter constructions are applicable for both entropic and non-entropic
quasiequilibria.
",2007-11-19,False
Nonequilibrium entropy limiters in lattice Boltzmann methods,"This research paper aims to investigate the application of nonequilibrium entropy limiters in lattice Boltzmann methods. Lattice Boltzmann methods are widely used for simulating fluid dynamics in complex geometries. However, these methods can lead to unphysical results due to the violation of the second law of thermodynamics. Nonequilibrium entropy limiters are one approach to address this issue by introducing a constraint on the entropy production rate. This paper will explore the impact of entropy limiters on the accuracy and stability of lattice Boltzmann simulations. The study will involve numerical simulations of various flow configurations and comparison with experimental data to validate the effectiveness of the proposed approach. The findings of this research will contribute to the development of more reliable and accurate lattice Boltzmann methods for fluid dynamics simulations.",2007-11-19,True
"Astrophysical gyrokinetics: kinetic and fluid turbulent cascades in
  magnetized weakly collisional plasmas","  We present a theoretical framework for plasma turbulence in astrophysical
plasmas (solar wind, interstellar medium, galaxy clusters, accretion disks).
The key assumptions are that the turbulence is anisotropic with respect to the
mean magnetic field and frequencies are low compared to the ion cyclotron
frequency. The energy injected at the outer scale scale has to be converted
into heat, which ultimately cannot be done without collisions. A KINETIC
CASCADE develops that brings the energy to collisional scales both in space and
velocity. Its nature depends on the physics of plasma fluctuations. In each of
the physically distinct scale ranges, the kinetic problem is systematically
reduced to a more tractable set of equations. In the ""inertial range"" above the
ion gyroscale, the kinetic cascade splits into a cascade of Alfvenic
fluctuations, which are governed by the RMHD equations at both the collisional
and collisionless scales, and a passive cascade of compressive fluctuations,
which obey a linear kinetic equation along the moving field lines associated
with the Alfvenic component. In the ""dissipation range"" between the ion and
electron gyroscales, there are again two cascades: the kinetic-Alfven-wave
(KAW) cascade governed by two fluid-like Electron RMHD equations and a passive
phase-space cascade of ion entropy fluctuations. The latter cascade brings the
energy of the inertial-range fluctuations that was damped by collisionless
wave-particle interaction at the ion gyroscale to collisional scales in the
phase space and leads to ion heating. The KAW energy is similarly damped at the
electron gyroscale and converted into electron heat. Kolmogorov-style scaling
relations are derived for these cascades. Astrophysical and space-physical
applications are discussed in detail.
",2015-05-13,False
"Astrophysical gyrokinetics: kinetic and fluid turbulent cascades in
  magnetized weakly collisional plasmas","Astrophysical gyrokinetics is a branch of plasma physics that studies the behavior of weakly collisional plasmas in a magnetized environment. This research paper focuses on the kinetic and fluid turbulent cascades in such plasmas. By using a combination of numerical simulations and analytical modeling, we investigate how the energy is transferred from large-scale motions to small-scale fluctuations, and how these fluctuations affect the plasma transport and heating processes. Our results show that the turbulent cascades in weakly collisional plasmas are highly anisotropic, with energy flowing predominantly along the magnetic field lines. We also find that the collisionless dissipation mechanisms, such as Landau damping and wave-particle interactions, play a crucial role in regulating the turbulent energy transfer. These findings have important implications for understanding the dynamics of various astrophysical systems, such as accretion disks, solar wind, and magnetospheres.",2015-05-13,True
"Evolution of solitary waves and undular bores in shallow-water flows
  over a gradual slope with bottom friction","  This paper considers the propagation of shallow-water solitary and nonlinear
periodic waves over a gradual slope with bottom friction in the framework of a
variable-coefficient Korteweg-de Vries equation. We use the Whitham averaging
method, using a recent development of this theory for perturbed integrable
equations. This general approach enables us not only to improve known results
on the adiabatic evolution of isolated solitary waves and periodic wave trains
in the presence of variable topography and bottom friction, modeled by the
Chezy law, but also importantly, to study the effects of these factors on the
propagation of undular bores, which are essentially unsteady in the system
under consideration. In particular, it is shown that the combined action of
variable topography and bottom friction generally imposes certain global
restrictions on the undular bore propagation so that the evolution of the
leading solitary wave can be substantially different from that of an isolated
solitary wave with the same initial amplitude. This non-local effect is due to
nonlinear wave interactions within the undular bore and can lead to an
additional solitary wave amplitude growth, which cannot be predicted in the
framework of the traditional adiabatic approach to the propagation of solitary
waves in slowly varying media.
",2007-09-23,False
"Evolution of solitary waves and undular bores in shallow-water flows
  over a gradual slope with bottom friction","The study focuses on the evolution of solitary waves and undular bores in shallow-water flows over a gradual slope with bottom friction. The researchers used numerical simulations to investigate the effects of varying parameters such as wave amplitude, fluid depth, and bottom friction on the characteristics of these waves. They found that the presence of bottom friction causes the waves to dissipate energy and change their shape and speed. The study also highlights the importance of understanding the behavior of these waves in order to better predict and manage hazards such as coastal flooding. Overall, the study provides valuable insights into the complex dynamics of shallow-water waves and their interactions with the underlying substrate.",2007-09-23,True
"Intelligent location of simultaneously active acoustic emission sources:
  Part I","  The intelligent acoustic emission locator is described in Part I, while Part
II discusses blind source separation, time delay estimation and location of two
simultaneously active continuous acoustic emission sources.
  The location of acoustic emission on complicated aircraft frame structures is
a difficult problem of non-destructive testing. This article describes an
intelligent acoustic emission source locator. The intelligent locator comprises
a sensor antenna and a general regression neural network, which solves the
location problem based on learning from examples. Locator performance was
tested on different test specimens. Tests have shown that the accuracy of
location depends on sound velocity and attenuation in the specimen, the
dimensions of the tested area, and the properties of stored data. The location
accuracy achieved by the intelligent locator is comparable to that obtained by
the conventional triangulation method, while the applicability of the
intelligent locator is more general since analysis of sonic ray paths is
avoided. This is a promising method for non-destructive testing of aircraft
frame structures by the acoustic emission method.
",2009-09-29,False
"Intelligent location of simultaneously active acoustic emission sources:
  Part I","This research paper presents a novel approach for the intelligent location of simultaneously active acoustic emission sources. The proposed method is based on a combination of time difference of arrival (TDOA) and beamforming techniques, which enables the estimation of the location of multiple sources in real time. The effectiveness of the method is demonstrated through simulations and experiments, which show that it can accurately locate multiple sources with high precision and low error. The results suggest that the proposed approach has the potential to enhance the performance of acoustic emission monitoring systems in various applications, such as structural health monitoring and non-destructive testing. Part II of this research paper will further extend the proposed method to handle more complex scenarios, such as sources with different amplitudes and frequencies, and to investigate its robustness under different noise conditions.",2009-09-29,True
"Inference on white dwarf binary systems using the first round Mock LISA
  Data Challenges data sets","  We report on the analysis of selected single source data sets from the first
round of the Mock LISA Data Challenges (MLDC) for white dwarf binaries. We
implemented an end-to-end pipeline consisting of a grid-based coherent
pre-processing unit for signal detection, and an automatic Markov Chain Monte
Carlo post-processing unit for signal evaluation. We demonstrate that signal
detection with our coherent approach is secure and accurate, and is increased
in accuracy and supplemented with additional information on the signal
parameters by our Markov Chain Monte Carlo approach. We also demonstrate that
the Markov Chain Monte Carlo routine is additionally able to determine
accurately the noise level in the frequency window of interest.
",2008-11-26,False
"Inference on white dwarf binary systems using the first round Mock LISA
  Data Challenges data sets","This research paper focuses on the analysis of white dwarf binary systems using the first round Mock LISA Data Challenges datasets. The primary objective is to infer the physical parameters of these systems by performing Bayesian inference on the Mock LISA data. The study uses a hierarchical Bayesian framework to estimate the parameters, which include the masses, distances, and orbital parameters of the binary systems. The study finds that the Mock LISA data provides significant constraints on the physical parameters of the white dwarf binary systems. The results show that the inferred parameters are consistent with the known physical properties of these systems. The study concludes that the Mock LISA data is a powerful tool for studying white dwarf binary systems and provides valuable insights into their physical properties.",2008-11-26,True
"Intelligent location of simultaneously active acoustic emission sources:
  Part II","  Part I describes an intelligent acoustic emission locator, while Part II
discusses blind source separation, time delay estimation and location of two
continuous acoustic emission sources.
  Acoustic emission (AE) analysis is used for characterization and location of
developing defects in materials. AE sources often generate a mixture of various
statistically independent signals. A difficult problem of AE analysis is
separation and characterization of signal components when the signals from
various sources and the mode of mixing are unknown. Recently, blind source
separation (BSS) by independent component analysis (ICA) has been used to solve
these problems. The purpose of this paper is to demonstrate the applicability
of ICA to locate two independent simultaneously active acoustic emission
sources on an aluminum band specimen. The method is promising for
non-destructive testing of aircraft frame structures by acoustic emission
analysis.
",2007-05-23,False
"Intelligent location of simultaneously active acoustic emission sources:
  Part II","This research paper presents the second part of a study on the intelligent location of simultaneously active acoustic emission sources. Acoustic emission (AE) is a non-destructive testing technique used to detect and locate defects in materials and structures. The simultaneous presence of multiple sources of AE signals can make the location of each source difficult. Part II of this study focuses on the development and implementation of an intelligent algorithm for the accurate location of multiple active AE sources. The algorithm uses a combination of time-difference-of-arrival (TDOA) and amplitude-difference-of-arrival (ADOA) techniques to estimate the 3D coordinates of each source. The algorithm is evaluated using simulated and experimental data, and the results demonstrate its effectiveness in accurately locating multiple active AE sources. The proposed algorithm has potential applications in various fields, including aerospace, civil engineering, and material science, where the detection and location of defects are critical for ensuring the safety and reliability of structures and materials.",2007-05-23,True
Visualizing Teleportation,"  A novel way of picturing the processing of quantum information is described,
allowing a direct visualization of teleportation of quantum states and
providing a simple and intuitive understanding of this fascinating phenomenon.
The discussion is aimed at providing physicists a method of explaining
teleportation to non-scientists. The basic ideas of quantum physics are first
explained in lay terms, after which these ideas are used with a graphical
description, out of which teleportation arises naturally.
",2008-05-14,False
Visualizing Teleportation,"This research paper explores the concept of teleportation and its visualization in popular culture. Teleportation has been a popular theme in science fiction, with depictions ranging from simple matter transportation to more complex scenarios such as time and space travel. This paper examines how visual representations of teleportation have evolved over time, and how they reflect our changing understanding of the concept. It also investigates the impact of these visualizations on public perception and acceptance of teleportation as a potential future technology. Through an analysis of science fiction films, television shows, and literature, this paper aims to provide insights into the role of popular culture in shaping our ideas about technology and its potential applications.",2008-05-14,True
Quantum Field Theory on Curved Backgrounds. II. Spacetime Symmetries,"  We study space-time symmetries in scalar quantum field theory (including
interacting theories) on static space-times. We first consider Euclidean
quantum field theory on a static Riemannian manifold, and show that the
isometry group is generated by one-parameter subgroups which have either
self-adjoint or unitary quantizations. We analytically continue the
self-adjoint semigroups to one-parameter unitary groups, and thus construct a
unitary representation of the isometry group of the associated Lorentzian
manifold. The method is illustrated for the example of hyperbolic space, whose
Lorentzian continuation is Anti-de Sitter space.
",2007-05-23,False
Quantum Field Theory on Curved Backgrounds. II. Spacetime Symmetries,"The research paper ""Quantum Field Theory on Curved Backgrounds. II. Spacetime Symmetries"" focuses on the study of quantum field theory on curved backgrounds and its relationship with spacetime symmetries. The paper presents a detailed analysis of the different types of symmetries that can exist in a curved spacetime and their impact on the quantum field theory. The authors explore the effect of global and local symmetries on the renormalization of the theory and the existence of conserved currents. The significance of the findings is that they provide a deeper understanding of the relationship between symmetries and quantum field theory on curved backgrounds, which can have implications for the development of new theories in modern physics. The paper concludes by highlighting the importance of further research in this area to fully understand the complexities of quantum field theory on curved backgrounds.",2007-05-23,True
